"","lat","lon","grid_id","EpiDist","VS30"
"639",36.2,-119.6,639,240.756078396278,228
"675",36.2,-119.4,675,234.030796090485,228
"711",36.2,-119.2,711,228.561752658246,447
"747",36.2,-119,747,224.440823633869,709
"783",36.2,-118.8,783,221.743199868136,531
"819",36.2,-118.6,819,220.521132269842,710
"855",36.2,-118.4,855,220.799127653546,710
"891",36.2,-118.2,891,222.571564166888,710
"927",36.2,-118,927,225.803245776478,352
"963",36.2,-117.8,963,230.432772809127,707
"999",36.2,-117.6,999,236.378009895504,569
"1035",36.2,-117.4,1035,243.542597694138,353
"1071",36.2,-117.2,1071,251.822454997538,710
"1107",36.2,-117,1107,261.111475793059,710
"1143",36.2,-116.8,1143,271.3059885696,226
"1179",36.2,-116.6,1179,282.30787586241,406
"1215",36.2,-116.4,1215,294.026478615372,501
"1251",36.2,-116.2,1251,306.379523008545,869
"1287",36.2,-116,1287,319.293333294388,285
"1323",36.2,-115.8,1323,332.7025684823,622
"1359",36.2,-115.6,1359,346.549672975048,629
"1395",36.2,-115.4,1395,360.784180421325,900
"1431",36.2,-115.2,1431,375.361965647129,308
"1467",36.2,-115,1467,390.244504833106,815
"1503",36.2,-114.8,1503,405.398178977841,403
"1539",36.2,-114.6,1539,420.793638544946,716
"1575",36.2,-114.4,1575,436.405236113436,600
"1611",36.2,-114.2,1611,452.210527093222,495
"1647",36.2,-114,1647,468.189834741122,600
"28",36.4,-123,28,472.806406323105,600
"64",36.4,-122.8,64,457.296354329165,600
"100",36.4,-122.6,100,441.989706053778,600
"136",36.4,-122.4,136,426.908406723021,600
"172",36.4,-122.2,172,412.077264046634,600
"208",36.4,-122,208,397.524341940857,600
"244",36.4,-121.8,244,383.281395896128,710
"280",36.4,-121.6,280,369.384345758522,513
"316",36.4,-121.4,316,355.873775969015,449
"352",36.4,-121.2,352,342.795444785982,710
"388",36.4,-121,388,330.200771888973,522
"424",36.4,-120.8,424,318.147257301075,486
"460",36.4,-120.6,460,306.698763480368,503
"496",36.4,-120.4,496,295.925567455213,498
"532",36.4,-120.2,532,285.904063687096,228
"568",36.4,-120,568,276.715976673877,228
"604",36.4,-119.8,604,268.446934921187,228
"640",36.4,-119.6,640,261.184278541876,396
"676",36.4,-119.4,676,255.014036627924,228
"712",36.4,-119.2,712,250.017128209178,447
"748",36.4,-119,748,246.265008061402,710
"784",36.4,-118.8,784,243.815167395388,710
"820",36.4,-118.6,820,242.707054401544,710
"856",36.4,-118.4,856,242.959032767543,710
"892",36.4,-118.2,892,244.566897586219,625
"928",36.4,-118,928,247.504219033468,284
"964",36.4,-117.8,964,251.724450245401,704
"1000",36.4,-117.6,1000,257.164422212747,659
"1036",36.4,-117.4,1036,263.748650742861,397
"1072",36.4,-117.2,1072,271.393841187703,695
"1108",36.4,-117,1108,280.01307503183,519
"1144",36.4,-116.8,1144,289.51933765375,576
"1180",36.4,-116.6,1180,299.828232566434,820
"1216",36.4,-116.4,1216,310.859878317948,247
"1252",36.4,-116.2,1252,322.540081455008,803
"1288",36.4,-116,1288,334.800925172747,584
"1324",36.4,-115.8,1324,347.580921752611,778
"1360",36.4,-115.6,1360,360.824862808433,544
"1396",36.4,-115.4,1396,374.483477108216,361
"1432",36.4,-115.2,1432,388.512979517531,705
"1468",36.4,-115,1468,402.87457088815,623
"1504",36.4,-114.8,1504,417.533929325683,354
"1540",36.4,-114.6,1540,432.460718479708,558
"1576",36.4,-114.4,1576,447.628127802204,360
"1612",36.4,-114.2,1612,463.012452328343,501
"1648",36.4,-114,1648,478.592714648678,630
"29",36.6,-123,29,484.141585623123,600
"65",36.6,-122.8,65,469.045352785722,600
"101",36.6,-122.6,101,454.173125285371,600
"137",36.6,-122.4,137,439.54770560145,600
"173",36.6,-122.2,173,425.194625845088,600
"209",36.6,-122,209,411.142471217574,600
"245",36.6,-121.8,245,397.423224066637,446
"281",36.6,-121.6,281,384.072620033083,235
"317",36.6,-121.4,317,371.130502211568,679
"353",36.6,-121.2,353,358.641151706601,455
"389",36.6,-121,389,346.653563175041,699
"425",36.6,-120.8,425,335.221621895702,352
"461",36.6,-120.6,461,324.404125108646,341
"497",36.6,-120.4,497,314.264576238672,228
"533",36.6,-120.2,533,304.870668922773,228
"569",36.6,-120,569,296.293372973481,275
"605",36.6,-119.8,605,288.605542704709,258
"641",36.6,-119.6,641,281.879996468594,245
"677",36.6,-119.4,677,276.187070585606,447
"713",36.6,-119.2,713,271.591732073091,710
"749",36.6,-119,749,268.150434692808,710
"785",36.6,-118.8,785,265.908002222744,710
"821",36.6,-118.6,821,264.89489215847,710
"857",36.6,-118.4,857,265.125201674991,710
"893",36.6,-118.2,893,266.595707319602,352
"929",36.6,-118,929,269.286086692417,288
"965",36.6,-117.8,965,273.160287446795,710
"1001",36.6,-117.6,1001,278.168835452173,474
"1037",36.6,-117.4,1037,284.251755178265,709
"1073",36.6,-117.2,1073,291.341734998666,376
"1109",36.6,-117,1109,299.367204290738,438
"1145",36.6,-116.8,1145,308.255073399871,658
"1181",36.6,-116.6,1181,317.93299020771,248
"1217",36.6,-116.4,1217,328.331061817647,283
"1253",36.6,-116.2,1253,339.38306151344,660
"1289",36.6,-116,1289,351.027185432681,441
"1325",36.6,-115.8,1325,363.206443567155,584
"1361",36.6,-115.6,1361,375.868772350381,363
"1397",36.6,-115.4,1397,388.96694811284,543
"1433",36.6,-115.2,1433,402.458367665236,705
"1469",36.6,-115,1469,416.304748023551,601
"1505",36.6,-114.8,1505,430.471784030208,396
"1541",36.6,-114.6,1541,444.928791386963,659
"1577",36.6,-114.4,1577,459.648353676714,293
"1613",36.6,-114.2,1613,474.605985178652,543
"1649",36.6,-114,1649,489.77981635177,688
"30",36.8,-123,30,496.210051178933,600
"66",36.8,-122.8,66,481.530283834616,600
"102",36.8,-122.6,102,467.093090032465,600
"138",36.8,-122.4,138,452.921729256035,600
"174",36.8,-122.2,174,439.042005032565,600
"210",36.8,-122,210,425.482518790055,600
"246",36.8,-121.8,246,412.274927618396,600
"282",36.8,-121.6,282,399.454195346973,651
"318",36.8,-121.4,318,387.058821565104,386
"354",36.8,-121.2,354,375.131027223329,595
"390",36.8,-121,390,363.716868319889,733
"426",36.8,-120.8,426,352.866241232463,508
"462",36.8,-120.6,462,342.632735277632,228
"498",36.8,-120.4,498,333.073281474242,228
"534",36.8,-120.2,534,324.247543431156,228
"570",36.8,-120,570,316.216999728265,447
"606",36.8,-119.8,606,309.043680533003,447
"642",36.8,-119.6,642,302.788547588938,447
"678",36.8,-119.4,678,297.509547543269,689
"714",36.8,-119.2,714,293.259421837373,710
"750",36.8,-119,750,290.083415121617,710
"786",36.8,-118.8,786,288.017076222409,710
"822",36.8,-118.6,822,287.084375768496,700
"858",36.8,-118.4,858,287.296358798109,710
"894",36.8,-118.2,894,288.650502510825,342
"930",36.8,-118,930,291.130864159424,710
"966",36.8,-117.8,966,294.70899929212,354
"1002",36.8,-117.6,1002,299.345530401262,357
"1038",36.8,-117.4,1038,304.992173113153,746
"1074",36.8,-117.2,1074,311.593994639457,397
"1110",36.8,-117,1110,319.091687972727,843
"1146",36.8,-116.8,1146,327.423685341895,339
"1182",36.8,-116.6,1182,336.527990670391,356
"1218",36.8,-116.4,1218,346.343668644842,357
"1254",36.8,-116.2,1254,356.811977184729,430
"1290",36.8,-116,1290,367.877165605019,318
"1326",36.8,-115.8,1326,379.486982050567,373
"1362",36.8,-115.6,1362,391.592943080315,293
"1398",36.8,-115.4,1398,404.150418935991,446
"1434",36.8,-115.2,1434,417.118583354806,485
"1470",36.8,-115,1470,430.460269461386,492
"1506",36.8,-114.8,1506,444.141765182537,503
"1542",36.8,-114.6,1542,458.132573921016,452
"1578",36.8,-114.4,1578,472.405159493513,425
"1614",36.8,-114.2,1614,486.93468879835,438
"1650",36.8,-114,1650,501.698781318152,402
"31",37,-123,31,508.959740902829,600
"67",37,-122.8,67,494.695532284872,600
"103",37,-122.6,103,480.690317662521,600
"139",37,-122.4,139,466.967461301653,600
"175",37,-122.2,175,453.552652684442,600
"211",37,-122,211,440.474095870809,438
"247",37,-121.8,247,427.7626905556,413
"283",37,-121.6,283,415.452193782402,361
"319",37,-121.4,319,403.579347515994,499
"355",37,-121.2,355,392.183952918324,696
"391",37,-121,391,381.308867431847,429
"427",37,-120.8,427,370.999896088646,228
"463",37,-120.6,463,361.305544582296,228
"499",37,-120.4,499,352.276599680045,447
"535",37,-120.2,535,343.965504005677,447
"571",37,-120,571,336.425498826884,447
"607",37,-119.8,607,329.709521906563,684
"643",37,-119.6,643,323.868868779561,633
"679",37,-119.4,679,318.951654685328,710
"715",37,-119.2,715,315.001148390237,710
"751",37,-119,751,312.054083290363,648
"787",37,-118.8,787,310.13907831431,449
"823",37,-118.6,823,309.275313289312,710
"859",37,-118.4,859,309.471594249255,710
"895",37,-118.2,895,310.725911546833,382
"931",37,-118,931,313.025541407181,710
"967",37,-117.8,967,316.347679173586,693
"1003",37,-117.6,1003,320.660532495498,761
"1039",37,-117.4,1039,325.924756903907,332
"1075",37,-117.2,1075,332.095092159803,886
"1111",37,-117,1111,339.122056990984,416
"1147",37,-116.8,1147,346.953578405097,711
"1183",37,-116.6,1183,355.536462425984,456
"1219",37,-116.4,1219,364.817647939536,589
"1255",37,-116.2,1255,374.745217881453,849
"1291",37,-116,1291,385.269168224353,304
"1327",37,-115.8,1327,396.341953555501,376
"1363",37,-115.6,1363,407.918838767358,674
"1399",37,-115.4,1399,419.958090873148,823
"1435",37,-115.2,1435,432.421044955873,286
"1471",37,-115,1471,445.272075433717,364
"1507",37,-114.8,1507,458.47849953613,603
"1543",37,-114.6,1543,472.010435109844,560
"1579",37,-114.4,1579,485.840630237499,522
"1615",37,-114.2,1615,499.944278000531,485
"1651",37,-114,1651,514.29882620216,411
"32",37.2,-123,32,522.340869741253,600
"68",37.2,-122.8,68,508.488357388177,600
"104",37.2,-122.6,104,494.909091007817,600
"140",37.2,-122.4,140,481.626242209515,466
"176",37.2,-122.2,176,468.665072339029,468
"212",37.2,-122,212,456.053065040121,675
"248",37.2,-121.8,248,443.820042353867,426
"284",37.2,-121.6,284,431.998253925156,430
"320",37.2,-121.4,320,420.622426149597,733
"356",37.2,-121.2,356,409.72975517391,502
"392",37.2,-121,392,399.3598248157,228
"428",37.2,-120.8,428,389.554428108527,358
"464",37.2,-120.6,464,380.357269906181,447
"500",37.2,-120.4,500,371.81352858298,447
"536",37.2,-120.2,536,363.969258266045,447
"572",37.2,-120,572,356.870620152191,710
"608",37.2,-119.8,608,350.562942981684,710
"644",37.2,-119.6,644,345.089628782772,710
"680",37.2,-119.4,680,340.490939746543,710
"716",37.2,-119.2,716,336.802723499823,710
"752",37.2,-119,752,334.05515381767,618
"788",37.2,-118.8,788,332.271577796864,710
"824",37.2,-118.6,824,331.467564554615,705
"860",37.2,-118.4,860,331.650241714415,710
"896",37.2,-118.2,896,332.817983800211,527
"932",37.2,-118,932,334.96048373448,695
"968",37.2,-117.8,968,338.059200222107,308
"1004",37.2,-117.6,1004,342.088136671764,766
"1040",37.2,-117.4,1040,347.014877881238,663
"1076",37.2,-117.2,1076,352.80179337638,418
"1112",37.2,-117,1112,359.407312451401,302
"1148",37.2,-116.8,1148,366.787184110592,449
"1184",37.2,-116.6,1184,374.895651743134,438
"1220",37.2,-116.4,1220,383.686493194249,601
"1256",37.2,-116.2,1256,393.113898009948,900
"1292",37.2,-116,1292,403.133172176469,432
"1328",37.2,-115.8,1328,413.701275081649,345
"1364",37.2,-115.6,1364,424.777203263999,409
"1400",37.2,-115.4,1400,436.322241157641,349
"1436",37.2,-115.2,1436,448.30010129444,512
"1472",37.2,-115,1472,460.67697623163,537
"1508",37.2,-114.8,1508,473.421522716479,572
"1544",37.2,-114.6,1544,486.504795999514,567
"1580",37.2,-114.4,1580,499.900149294569,650
"1616",37.2,-114.2,1616,513.583110509143,366
"1652",37.2,-114,1652,527.531245740062,325
"33",37.4,-123,33,536.306269332397,600
"69",37.4,-122.8,69,522.859192033781,600
"105",37.4,-122.6,105,509.697494616916,600
"141",37.4,-122.4,141,496.843914451189,443
"177",37.4,-122.2,177,484.323039623682,456
"213",37.4,-122,213,472.161393511417,228
"249",37.4,-121.8,249,460.387498074427,428
"285",37.4,-121.6,285,449.031906635576,733
"321",37.4,-121.4,321,438.127195063841,571
"357",37.4,-121.2,357,427.707898495001,469
"393",37.4,-121,393,417.810379245265,255
"429",37.4,-120.8,429,408.472610734701,447
"465",37.4,-120.6,465,399.733862471561,447
"501",37.4,-120.4,501,391.634272962354,466
"537",37.4,-120.2,537,384.214301326619,710
"573",37.4,-120,573,377.514054837456,710
"609",37.4,-119.8,609,371.572498762103,710
"645",37.4,-119.6,645,366.426566498006,710
"681",37.4,-119.4,681,362.110201254042,710
"717",37.4,-119.2,717,358.653373906197,710
"753",37.4,-119,753,356.081133062054,447
"789",37.4,-118.8,789,354.412750408555,691
"825",37.4,-118.6,825,353.661024924519,352
"861",37.4,-118.4,861,353.831802188773,292
"897",37.4,-118.2,897,354.923749862251,749
"933",37.4,-118,933,356.928409136126,669
"969",37.4,-117.8,969,359.83051757701,586
"1005",37.4,-117.6,1005,363.608575155792,558
"1041",37.4,-117.4,1041,368.235605936968,298
"1077",37.4,-117.2,1077,373.680055531191,441
"1113",37.4,-117,1113,379.906760046503,406
"1149",37.4,-116.8,1149,386.877925410781,436
"1185",37.4,-116.6,1185,394.554064870691,432
"1221",37.4,-116.4,1221,402.894854880381,584
"1257",37.4,-116.2,1257,411.859883143783,305
"1293",37.4,-116,1293,421.409275363975,544
"1329",37.4,-115.8,1329,431.504198023959,650
"1365",37.4,-115.6,1365,442.107242674901,428
"1401",37.4,-115.4,1401,453.182702676562,595
"1437",37.4,-115.2,1437,464.696756413923,434
"1473",37.4,-115,1473,476.617572181586,626
"1509",37.4,-114.8,1509,488.915349708787,521
"1545",37.4,-114.6,1545,501.562312177016,533
"1581",37.4,-114.4,1581,514.53266095743,587
"1617",37.4,-114.2,1617,527.802503465097,909
"1653",37.4,-114,1653,541.349762696129,832
"34",37.6,-123,34,550.811591808862,600
"70",37.6,-122.8,70,537.761792819574,600
"106",37.6,-122.6,106,525.007490765544,600
"142",37.6,-122.4,142,512.570800243688,412
"178",37.6,-122.2,178,500.475453685249,600
"214",37.6,-122,214,488.74684681494,460
"250",37.6,-121.8,250,477.412060578272,504
"286",37.6,-121.6,286,466.4998517424,733
"322",37.6,-121.4,322,456.040603229639,409
"358",37.6,-121.2,358,446.066224291799,228
"394",37.6,-121,394,436.609990071685,428
"430",37.6,-120.8,430,427.706310172085,447
"466",37.6,-120.6,466,419.39041685126,468
"502",37.6,-120.4,502,411.69796568858,472
"538",37.6,-120.2,538,404.6645452799,710
"574",37.6,-120,574,398.325097884074,710
"610",37.6,-119.8,610,392.713259904962,710
"646",37.6,-119.6,646,387.860639321325,694
"682",37.6,-119.4,682,383.79605597899,710
"718",37.6,-119.2,718,380.544778987455,709
"754",37.6,-119,754,378.127802004759,522
"790",37.6,-118.8,790,376.561200577781,356
"826",37.6,-118.6,826,375.855614790123,491
"862",37.6,-118.4,862,376.015894666822,406
"898",37.6,-118.2,898,377.040935302161,760
"934",37.6,-118,934,378.923714598868,360
"970",37.6,-117.8,970,381.651530649156,688
"1006",37.6,-117.6,1006,385.206420343891,501
"1042",37.6,-117.4,1042,389.565727869699,572
"1078",37.6,-117.2,1078,394.702782922061,389
"1114",37.6,-117,1114,400.587644490018,249
"1150",37.6,-116.8,1150,407.187866848122,412
"1186",37.6,-116.6,1186,414.469249095438,304
"1222",37.6,-116.4,1222,422.396536946207,428
"1258",37.6,-116.2,1258,430.934054122255,319
"1294",37.6,-116,1294,440.046249390873,391
"1330",37.6,-115.8,1330,449.698153112691,461
"1366",37.6,-115.6,1366,459.855743556436,526
"1402",37.6,-115.4,1402,470.486227982835,873
"1438",37.6,-115.2,1438,481.558246638367,605
"1474",37.6,-115,1474,493.04200953638,527
"1510",37.6,-114.8,1510,504.909376524347,441
"1546",37.6,-114.6,1546,517.13389094298,400
"1582",37.6,-114.4,1582,529.690776450964,541
"1618",37.6,-114.2,1618,542.556905546269,352
"1654",37.6,-114,1654,555.710747134927,766
"35",37.8,-123,35,565.815403384122,600
"71",37.8,-122.8,71,553.153273571054,600
"107",37.8,-122.6,107,540.79487563158,600
"143",37.8,-122.4,143,528.761560763125,219
"179",37.8,-122.2,179,517.07607786376,592
"215",37.8,-122,215,505.76258815574,463
"251",37.8,-121.8,251,494.846655867601,492
"287",37.8,-121.6,287,484.355208636763,436
"323",37.8,-121.4,323,474.316460668388,219
"359",37.8,-121.2,359,464.759791303687,447
"395",37.8,-121,395,455.715571657433,447
"431",37.8,-120.8,431,447.214932549186,468
"467",37.8,-120.6,467,439.289468255342,710
"503",37.8,-120.4,503,431.970872813865,679
"539",37.8,-120.2,539,425.290508834731,710
"575",37.8,-120,575,419.278913023482,710
"611",37.8,-119.8,611,413.965247783646,710
"647",37.8,-119.6,647,409.376714009261,707
"683",37.8,-119.4,683,405.537945988162,710
"719",37.8,-119.2,719,402.470414504583,710
"755",37.8,-119,755,400.191867943643,352
"791",37.8,-118.8,791,398.715842671012,526
"827",37.8,-118.6,827,398.051272587653,635
"863",37.8,-118.4,863,398.202223293474,856
"899",37.8,-118.2,899,399.167768954094,900
"935",37.8,-118,935,400.942020460246,253
"971",37.8,-117.8,971,403.514302903896,512
"1007",37.8,-117.6,1007,406.86947007577,300
"1043",37.8,-117.4,1043,410.988334874252,440
"1079",37.8,-117.2,1079,415.848188181921,358
"1115",37.8,-117,1115,421.423375445147,466
"1151",37.8,-116.8,1151,427.685899922057,366
"1187",37.8,-116.6,1187,434.606023948758,325
"1223",37.8,-116.4,1223,442.152843922199,513
"1259",37.8,-116.2,1259,450.294820194661,372
"1295",37.8,-116,1295,459.000248934173,365
"1331",37.8,-115.8,1331,468.23766858341,335
"1367",37.8,-115.6,1367,477.976198399742,798
"1403",37.8,-115.4,1403,488.185810437443,414
"1439",37.8,-115.2,1439,498.837539169925,369
"1475",37.8,-115,1475,509.90363480394,463
"1511",37.8,-114.8,1511,521.357667346619,190
"1547",37.8,-114.6,1547,533.174588823714,456
"1583",37.8,-114.4,1583,545.330760891259,304
"1619",37.8,-114.2,1619,557.80395459483,631
"1655",37.8,-114,1655,570.57332834506,786
"36",38,-123,36,581.279191884061,565
"72",38,-122.8,72,568.994051591641,385
"108",38,-122.6,108,557.019150308694,671
"144",38,-122.4,144,545.374976811956,600
"180",38,-122.2,180,534.083214283812,376
"216",38,-122,216,523.166731418908,431
"252",38,-121.8,252,512.649550415711,446
"288",38,-121.6,288,502.556786858337,356
"324",38,-121.4,324,492.914556229508,435
"360",38,-121.2,360,483.749841775748,447
"396",38,-121,396,475.090318773124,456
"432",38,-120.8,432,466.964131024795,710
"468",38,-120.6,468,459.39961676437,707
"504",38,-120.4,504,452.424983120496,710
"540",38,-120.2,540,446.067930949682,710
"576",38,-120,576,440.35523512172,468
"612",38,-119.8,612,435.312289100611,559
"648",38,-119.6,648,430.962626641888,699
"684",38,-119.4,684,427.327437247593,710
"720",38,-119.2,720,424.425095215728,719
"756",38,-119,756,422.27072419065,319
"792",38,-118.8,792,420.875819608917,537
"828",38,-118.6,828,420.24795002531,538
"864",38,-118.4,864,420.390554904441,475
"900",38,-118.2,900,421.302851261146,417
"936",38,-118,936,422.979854994399,355
"972",38,-117.8,972,425.412515572082,309
"1008",38,-117.6,1008,428.587955686771,446
"1044",38,-117.4,1044,432.48980138821,458
"1080",38,-117.2,1080,437.098583622985,387
"1116",38,-117,1116,442.392189442331,241
"1152",38,-116.8,1152,448.346340455731,266
"1188",38,-116.6,1188,454.935077227442,468
"1224",38,-116.4,1224,462.131230856883,776
"1260",38,-116.2,1260,469.906866468659,620
"1296",38,-116,1296,478.233687267186,231
"1332",38,-115.8,1332,487.083391745846,551
"1368",38,-115.6,1368,496.42798024509,377
"1404",38,-115.4,1404,506.24001011085,507
"1440",38,-115.2,1440,516.492801108713,415
"1476",38,-115,1476,527.160594487719,477
"1512",38,-114.8,1512,538.218670212185,271
"1548",38,-114.6,1548,549.643427481656,900
"1584",38,-114.4,1584,561.412433845263,333
"1620",38,-114.2,1620,573.504448095279,566
"1656",38,-114,1656,585.899421792894,538
