"","lat","lon","grid_id","EpiDist","VS30"
"266",33.6,-121.6,266,291.316764634989,600
"302",33.6,-121.4,302,273.366641713816,600
"338",33.6,-121.2,338,255.494019098961,600
"374",33.6,-121,374,237.716453379711,600
"410",33.6,-120.8,410,220.057059210155,600
"446",33.6,-120.6,446,202.546823645557,600
"482",33.6,-120.4,482,185.228128701954,600
"518",33.6,-120.2,518,168.160240437855,600
"554",33.6,-120,554,151.428065602855,600
"590",33.6,-119.8,590,135.156419412497,600
"626",33.6,-119.6,626,119.533594098828,600
"662",33.6,-119.4,662,104.850089991833,600
"698",33.6,-119.2,698,91.5590190098284,600
"734",33.6,-119,734,80.3543887385305,600
"770",33.6,-118.8,770,72.2140578970162,600
"806",33.6,-118.6,806,68.2435768158798,600
"842",33.6,-118.4,842,69.164852058055,600
"878",33.6,-118.2,878,74.7973437275636,600
"914",33.6,-118,914,84.2008331752379,600
"950",33.6,-117.8,950,96.2766021778594,466
"986",33.6,-117.6,986,110.149198013224,430
"1022",33.6,-117.4,1022,125.222819550687,703
"1058",33.6,-117.2,1058,141.113063931504,643
"1094",33.6,-117,1094,157.573019900485,642
"1130",33.6,-116.8,1130,174.441437896637,662
"1166",33.6,-116.6,1166,191.610416038521,453
"1202",33.6,-116.4,1202,209.005841063059,680
"1238",33.6,-116.2,1238,226.5755039962,228
"1274",33.6,-116,1274,244.281752773707,461
"1310",33.6,-115.8,1310,262.096846884844,710
"1346",33.6,-115.6,1346,279.999950010065,447
"1382",33.6,-115.4,1382,297.975137356218,710
"1418",33.6,-115.2,1418,316.010045955877,352
"1454",33.6,-115,1454,334.094941535267,295
"1490",33.6,-114.8,1490,352.222061048649,311
"1526",33.6,-114.6,1526,370.385141298912,222
"1562",33.6,-114.4,1562,388.579075520382,493
"1598",33.6,-114.2,1598,406.799659478126,307
"1634",33.6,-114,1634,425.043401191598,900
"15",33.8,-123,15,414.784728489797,600
"51",33.8,-122.8,51,396.431718205569,600
"87",33.8,-122.6,87,378.08985242374,600
"123",33.8,-122.4,123,359.76091109593,600
"159",33.8,-122.2,159,341.44705119718,600
"195",33.8,-122,195,323.150912703205,600
"231",33.8,-121.8,231,304.875762220068,600
"267",33.8,-121.6,267,286.625690742486,600
"303",33.8,-121.4,303,268.405890735993,600
"339",33.8,-121.2,339,250.223051961768,600
"375",33.8,-121,375,232.085939296154,600
"411",33.8,-120.8,411,214.006256927417,600
"447",33.8,-120.6,447,195.999976649671,600
"483",33.8,-120.4,483,178.089443537332,600
"519",33.8,-120.2,519,160.306833011176,600
"555",33.8,-120,555,142.700056838907,600
"591",33.8,-119.8,591,125.343315633458,600
"627",33.8,-119.6,627,108.356910727101,600
"663",33.8,-119.4,663,91.946404711922,600
"699",33.8,-119.2,699,76.483481976017,600
"735",33.8,-119,735,62.6735594709365,600
"771",33.8,-118.8,771,51.8546506025014,600
"807",33.8,-118.6,807,46.1791829178261,600
"843",33.8,-118.4,843,47.5269777597269,253
"879",33.8,-118.2,879,55.3876732475021,228
"915",33.8,-118,915,67.5237443418058,228
"951",33.8,-117.8,951,82.0596919074487,464
"987",33.8,-117.6,987,97.9326146798707,703
"1023",33.8,-117.4,1023,114.588206662111,615
"1059",33.8,-117.2,1059,131.72987439127,254
"1095",33.8,-117,1095,149.190110347822,278
"1131",33.8,-116.8,1131,166.868888839058,694
"1167",33.8,-116.6,1167,184.703409862416,699
"1203",33.8,-116.4,1203,202.652500048791,331
"1239",33.8,-116.2,1239,220.688146565625,368
"1275",33.8,-116,1275,238.790676689324,710
"1311",33.8,-115.8,1311,256.945892691483,361
"1347",33.8,-115.6,1347,275.143303021086,455
"1383",33.8,-115.4,1383,293.374993168186,313
"1419",33.8,-115.2,1419,311.634883291196,253
"1455",33.8,-115,1455,329.918227211793,418
"1491",33.8,-114.8,1491,348.221266354247,400
"1527",33.8,-114.6,1527,366.540985695301,491
"1563",33.8,-114.4,1563,384.874938415571,485
"1599",33.8,-114.2,1599,403.221117776186,292
"1635",33.8,-114,1635,421.577862064613,349
"16",34,-123,16,412.442011314498,600
"52",34,-122.8,52,394.024093811815,600
"88",34,-122.6,88,375.608912789991,600
"124",34,-122.4,124,357.196967629668,600
"160",34,-122.2,160,338.788862317697,600
"196",34,-122,196,320.385335438812,600
"232",34,-121.8,232,301.987301095879,600
"268",34,-121.6,268,283.595905696442,600
"304",34,-121.4,304,265.212608263211,600
"340",34,-121.2,340,246.839296452037,600
"376",34,-121,376,228.478458227482,600
"412",34,-120.8,412,210.133442943805,600
"448",34,-120.6,448,191.808871082701,600
"484",34,-120.4,484,173.511301227737,600
"520",34,-120.2,520,155.250363433351,428
"556",34,-120,556,137.040786305343,600
"592",34,-119.8,592,118.906254441414,710
"628",34,-119.6,628,100.887332377175,385
"664",34,-119.4,664,83.0593869054323,600
"700",34,-119.2,700,65.5784542905703,600
"736",34,-119,736,48.8188440204533,600
"772",34,-118.8,772,33.8689635464308,600
"808",34,-118.6,808,24.3314587277679,600
"844",34,-118.4,844,26.7959182425102,296
"880",34,-118.2,880,39.0526601000311,293
"916",34,-118,916,54.893386405046,576
"952",34,-117.8,952,71.9898351386928,412
"988",34,-117.6,988,89.6262206423805,294
"1024",34,-117.4,1024,107.537166320304,336
"1060",34,-117.2,1060,125.605218733878,491
"1096",34,-117,1096,143.771102049503,696
"1132",34,-116.8,1132,162.001851293637,695
"1168",34,-116.6,1168,180.277729419444,431
"1204",34,-116.4,1204,198.586216834387,707
"1240",34,-116.2,1240,216.918995508373,418
"1276",34,-116,1276,235.270324973841,710
"1312",34,-115.8,1312,253.63611593699,679
"1348",34,-115.6,1348,272.013375902067,467
"1384",34,-115.4,1384,290.399863738247,419
"1420",34,-115.2,1420,308.793866876729,454
"1456",34,-115,1456,327.194053250232,384
"1492",34,-114.8,1492,345.599370304951,248
"1528",34,-114.6,1528,364.00897452163,493
"1564",34,-114.4,1564,382.422181218045,194
"1600",34,-114.2,1600,400.838428141294,396
"1636",34,-114,1636,419.257248627159,300
"17",34.2,-123,17,411.282557584209,600
"53",34.2,-122.8,53,392.854775285973,600
"89",34.2,-122.6,89,374.426625975114,600
"125",34.2,-122.4,125,355.998129270809,600
"161",34.2,-122.2,161,337.56930518257,600
"197",34.2,-122,197,319.140174224882,600
"233",34.2,-121.8,233,300.710757573916,600
"269",34.2,-121.6,269,282.281077285476,600
"305",34.2,-121.4,305,263.851156604229,600
"341",34.2,-121.2,341,245.421020412107,600
"377",34.2,-121,377,226.990695895058,600
"413",34.2,-120.8,413,208.560213563136,600
"449",34.2,-120.6,449,190.12960886381,600
"485",34.2,-120.4,485,171.698924834091,600
"521",34.2,-120.2,521,153.268216666013,600
"557",34.2,-120,557,134.837560016088,600
"593",34.2,-119.8,593,116.407067207946,600
"629",34.2,-119.6,629,97.9769217207495,600
"665",34.2,-119.4,665,79.5474606157121,600
"701",34.2,-119.2,701,61.119406064636,228
"737",34.2,-119,737,42.6946963299901,414
"773",34.2,-118.8,773,24.2810985643726,498
"809",34.2,-118.6,809,5.98251663510529,294
"845",34.2,-118.4,845,12.7080880020593,294
"881",34.2,-118.2,881,31.0915784344556,429
"917",34.2,-118,917,49.5112073292102,666
"953",34.2,-117.8,953,67.9375447611507,705
"989",34.2,-117.6,989,86.3662487676398,707
"1025",34.2,-117.4,1025,104.796018597833,668
"1061",34.2,-117.2,1061,123.22632098264,526
"1097",34.2,-117,1097,141.656890926586,672
"1133",34.2,-116.8,1133,160.087577288806,581
"1169",34.2,-116.6,1169,178.518284011215,702
"1205",34.2,-116.4,1205,196.948944344284,447
"1241",34.2,-116.2,1241,215.379508305749,404
"1277",34.2,-116,1277,233.809936070634,294
"1313",34.2,-115.8,1313,252.240194259015,352
"1349",34.2,-115.6,1349,270.670253740302,352
"1385",34.2,-115.4,1385,289.100088277296,352
"1421",34.2,-115.2,1421,307.529673657736,461
"1457",34.2,-115,1457,325.958987120375,352
"1493",34.2,-114.8,1493,344.388006965236,703
"1529",34.2,-114.6,1529,362.816712282613,399
"1565",34.2,-114.4,1565,381.245082760538,418
"1601",34.2,-114.2,1601,399.6730985455,484
"1637",34.2,-114,1637,418.100740139883,610
"18",34.4,-123,18,411.316490744223,600
"54",34.4,-122.8,54,392.934940204395,600
"90",34.4,-122.6,90,374.555418172166,600
"126",34.4,-122.4,126,356.178315459593,600
"162",34.4,-122.2,162,337.804103974484,600
"198",34.4,-122,198,319.433360009645,600
"234",34.4,-121.8,234,301.066796035995,600
"270",34.4,-121.6,270,282.705304851859,600
"306",34.4,-121.4,306,264.350022069588,600
"342",34.4,-121.2,342,246.002416468886,600
"378",34.4,-121,378,227.664423846966,600
"414",34.4,-120.8,414,209.338650859488,600
"450",34.4,-120.6,450,191.028695486073,600
"486",34.4,-120.4,486,172.739669852463,600
"522",34.4,-120.2,522,154.479091240761,600
"558",34.4,-120,558,136.258481953785,600
"594",34.4,-119.8,594,118.096430394917,600
"630",34.4,-119.6,630,100.024928983596,600
"666",34.4,-119.4,666,82.1038842102948,464
"702",34.4,-119.2,702,64.459007591727,385
"738",34.4,-119,738,47.3998312298676,420
"774",34.4,-118.8,774,31.8809694259964,294
"810",34.4,-118.6,810,21.5389195375784,511
"846",34.4,-118.4,846,24.2761749250647,508
"882",34.4,-118.2,882,37.3178049804635,622
"918",34.4,-118,918,53.6076453899712,638
"954",34.4,-117.8,954,70.9423016460303,725
"990",34.4,-117.6,990,88.7113395625402,472
"1026",34.4,-117.4,1026,106.697907548009,383
"1062",34.4,-117.2,1062,124.807939175448,585
"1098",34.4,-117,1098,142.994475957866,373
"1134",34.4,-116.8,1134,161.231572711198,371
"1170",34.4,-116.6,1170,179.503759997308,294
"1206",34.4,-116.4,1206,197.801252498047,358
"1242",34.4,-116.2,1242,216.11756109794,364
"1278",34.4,-116,1278,234.448213189236,671
"1314",34.4,-115.8,1314,252.790025236986,709
"1350",34.4,-115.6,1350,271.140668607755,461
"1386",34.4,-115.4,1386,289.498399585982,294
"1422",34.4,-115.2,1422,307.861885514908,685
"1458",34.4,-115,1458,326.230089409791,348
"1494",34.4,-114.8,1494,344.602191338382,522
"1530",34.4,-114.6,1530,362.977533600513,405
"1566",34.4,-114.4,1566,381.355581711416,430
"1602",34.4,-114.2,1602,399.735896120719,391
"1638",34.4,-114,1638,418.118111373904,400
"19",34.6,-123,19,412.543633264925,600
"55",34.6,-122.8,55,394.263948789449,600
"91",34.6,-122.6,91,375.994070448013,600
"127",34.6,-122.4,127,357.735577329564,600
"163",34.6,-122.2,163,339.490383291069,600
"199",34.6,-122,199,321.260831344824,600
"235",34.6,-121.8,235,303.049821711866,600
"271",34.6,-121.6,271,284.860988346829,600
"307",34.6,-121.4,307,266.698946623489,600
"343",34.6,-121.2,343,248.569647771307,600
"379",34.6,-121,379,230.480897350585,600
"415",34.6,-120.8,415,212.443132667575,600
"451",34.6,-120.6,451,194.470621474127,531
"487",34.6,-120.4,487,176.583369847834,385
"523",34.6,-120.2,523,158.810270829621,364
"559",34.6,-120,559,141.194520637558,514
"595",34.6,-119.8,595,123.803387208007,652
"631",34.6,-119.6,631,106.746794485054,500
"667",34.6,-119.4,667,90.2147787528629,394
"703",34.6,-119.2,703,74.5571986564705,428
"739",34.6,-119,739,60.4573971406605,690
"775",34.6,-118.8,775,49.2714593310475,707
"811",34.6,-118.6,811,43.3188198554472,497
"847",34.6,-118.4,847,44.7395726456315,569
"883",34.6,-118.2,883,52.9434022177981,635
"919",34.6,-118,919,65.426603683113,294
"955",34.6,-117.8,955,80.2155440354946,294
"991",34.6,-117.6,991,96.253179502862,294
"1027",34.6,-117.4,1027,113.009082096881,294
"1063",34.6,-117.2,1063,130.206198306873,296
"1099",34.6,-117,1099,147.690428304002,662
"1135",34.6,-116.8,1135,165.370672533301,353
"1171",34.6,-116.6,1171,183.190127195202,523
"1207",34.6,-116.4,1207,201.111731488434,415
"1243",34.6,-116.2,1243,219.110360431751,519
"1279",34.6,-116,1279,237.16841648774,352
"1315",34.6,-115.8,1315,255.273225502571,352
"1351",34.6,-115.6,1351,273.415436606018,352
"1387",34.6,-115.4,1387,291.588004518945,294
"1423",34.6,-115.2,1423,309.785522399295,670
"1459",34.6,-115,1459,328.003772658551,393
"1495",34.6,-114.8,1495,346.239417293657,357
"1531",34.6,-114.6,1531,364.489779850805,653
"1567",34.6,-114.4,1567,382.752688977691,442
"1603",34.6,-114.2,1603,401.026364240342,739
"1639",34.6,-114,1639,419.309331493281,332
"20",34.8,-123,20,414.953515927588,600
"56",34.8,-122.8,56,396.829375880149,600
"92",34.8,-122.6,92,378.727783892102,600
"128",34.8,-122.4,128,360.652211374199,600
"164",34.8,-122.2,164,342.606853026712,600
"200",34.8,-122,200,324.596824547299,600
"236",34.8,-121.8,236,306.628428096019,600
"272",34.8,-121.6,272,288.709513832256,600
"308",34.8,-121.4,308,270.849979965926,600
"344",34.8,-121.2,344,253.062476164035,600
"380",34.8,-121,380,235.363411413845,600
"416",34.8,-120.8,416,217.774427437234,600
"452",34.8,-120.6,452,200.324600255292,352
"488",34.8,-120.4,488,183.053808049748,479
"524",34.8,-120.2,524,166.018013090027,385
"560",34.8,-120,560,149.297758911238,502
"596",34.8,-119.8,596,133.012171247676,733
"632",34.8,-119.6,632,117.342444600518,468
"668",34.8,-119.4,668,102.571297024065,445
"704",34.8,-119.2,704,89.1465950501423,622
"740",34.8,-119,740,77.7688413024079,469
"776",34.8,-118.8,776,69.4514953427795,711
"812",34.8,-118.6,812,65.373333866947,294
"848",34.8,-118.4,848,66.3210566430165,285
"884",34.8,-118.2,884,72.096733888424,439
"920",34.8,-118,920,81.6825507927529,232
"956",34.8,-117.8,956,93.918991634366,710
"992",34.8,-117.6,992,107.908036268288,710
"1028",34.8,-117.4,1028,123.053362276355,447
"1064",34.8,-117.2,1064,138.977409452217,437
"1100",34.8,-117,1100,155.440982638157,424
"1136",34.8,-116.8,1136,172.289428709722,707
"1172",34.8,-116.6,1172,189.420018013553,275
"1208",34.8,-116.4,1208,206.762575873912,322
"1244",34.8,-116.2,1244,224.26787339857,398
"1280",34.8,-116,1280,241.900521854169,519
"1316",34.8,-115.8,1316,259.634514120921,531
"1352",34.8,-115.6,1352,277.450355165583,571
"1388",34.8,-115.4,1388,295.33316948892,499
"1424",34.8,-115.2,1424,313.271423985927,294
"1460",34.8,-115,1460,331.256047643917,355
"1496",34.8,-114.8,1496,349.279812843098,499
"1532",34.8,-114.6,1532,367.336892691538,385
"1568",34.8,-114.4,1568,385.422539091137,376
"1604",34.8,-114.2,1604,403.532845073881,410
"1640",34.8,-114,1640,421.664566920493,410
"21",35,-123,21,418.525824573411,600
"57",35,-122.8,57,400.607589996076,600
"93",35,-122.6,93,382.728935832772,600
"129",35,-122.4,129,364.895755611308,600
"165",35,-122.2,165,347.11513373628,600
"201",35,-122,201,329.395657185718,600
"237",35,-121.8,237,311.747828144861,600
"273",35,-121.6,273,294.184616752081,600
"309",35,-121.4,309,276.722210864789,600
"345",35,-121.2,345,259.381046589248,600
"381",35,-121,381,242.187244366505,600
"417",35,-120.8,417,225.17463870693,600
"453",35,-120.6,453,208.387687610615,352
"489",35,-120.4,489,191.885698390553,494
"525",35,-120.2,525,175.749032959638,732
"561",35,-120,561,160.08827468099,468
"597",35,-119.8,597,145.057716913954,353
"633",35,-119.6,633,130.874738794562,459
"669",35,-119.4,669,117.845827797025,359
"705",35,-119.2,705,106.395862692853,436
"741",35,-119,741,97.085162376811,505
"777",35,-118.8,777,90.5759021071902,430
"813",35,-118.6,813,87.4956014081543,703
"849",35,-118.4,849,88.2042492137936,547
"885",35,-118.2,885,92.6149096740549,295
"921",35,-118,921,100.240076191148,700
"957",35,-117.8,957,110.415750425289,228
"993",35,-117.6,993,122.507992677905,294
"1029",35,-117.4,1029,136.006517445476,422
"1065",35,-117.2,1065,150.533444051477,294
"1101",35,-117,1101,165.818656603676,355
"1137",35,-116.8,1137,181.670804141722,454
"1173",35,-116.6,1173,197.953678218808,319
"1209",35,-116.4,1209,214.569185817652,485
"1245",35,-116.2,1245,231.445640425458,341
"1281",35,-116,1281,248.529829253119,577
"1317",35,-115.8,1317,265.781635789656,352
"1353",35,-115.6,1353,283.170364367841,427
"1389",35,-115.4,1389,300.672197714772,516
"1425",35,-115.2,1425,318.268414061936,593
"1461",35,-115,1461,335.944119067385,411
"1497",35,-114.8,1497,353.687331144558,405
"1533",35,-114.6,1533,371.488312680629,290
"1569",35,-114.4,1569,389.339074663246,549
"1605",35,-114.2,1605,407.233005225989,306
"1641",35,-114,1641,425.164587880589,772
"22",35.2,-123,22,423.231240832177,600
"58",35.2,-122.8,58,405.564818048315,600
"94",35.2,-122.6,94,387.958439322498,600
"130",35.2,-122.4,130,370.42074120688,600
"166",35.2,-122.2,166,352.96203604623,600
"202",35.2,-122,202,335.594726905939,600
"238",35.2,-121.8,238,318.333847290471,600
"274",35.2,-121.6,274,301.197769485963,600
"310",35.2,-121.4,310,284.209142617675,600
"346",35.2,-121.2,346,267.39614594663,600
"382",35.2,-121,382,250.794177301137,600
"418",35.2,-120.8,418,234.448144073063,517
"454",35.2,-120.6,454,218.415587568197,474
"490",35.2,-120.4,490,202.770949509226,385
"526",35.2,-120.2,526,187.611368303561,733
"562",35.2,-120,562,173.064424231941,529
"598",35.2,-119.8,598,159.298107179704,229
"634",35.2,-119.6,634,146.532657261169,483
"670",35.2,-119.4,670,135.0522433677,294
"706",35.2,-119.2,706,125.210886534676,228
"742",35.2,-119,742,117.421474899294,228
"778",35.2,-118.8,778,112.112559007771,289
"814",35.2,-118.6,814,109.645065005333,707
"850",35.2,-118.4,850,110.210018180855,692
"886",35.2,-118.2,886,113.76224715955,659
"922",35.2,-118,922,120.036825395898,294
"958",35.2,-117.8,958,128.635974863355,710
"994",35.2,-117.6,994,139.129307353497,394
"1030",35.2,-117.4,1030,151.122727468137,354
"1066",35.2,-117.2,1066,164.287991203849,496
"1102",35.2,-117,1102,178.365758056692,415
"1138",35.2,-116.8,1138,193.156564675403,358
"1174",35.2,-116.6,1174,208.508673272402,451
"1210",35.2,-116.4,1210,224.30680849321,413
"1246",35.2,-116.2,1246,240.463019970865,693
"1282",35.2,-116,1282,256.909704102769,295
"1318",35.2,-115.8,1318,273.594422946407,494
"1354",35.2,-115.6,1354,290.47610159415,353
"1390",35.2,-115.4,1390,307.522243752812,690
"1426",35.2,-115.2,1426,324.706886862764,427
"1462",35.2,-115,1462,342.009091327545,785
"1498",35.2,-114.8,1498,359.411815748772,461
"1534",35.2,-114.6,1534,376.901072346388,432
"1570",35.2,-114.4,1570,394.46528707751,804
"1606",35.2,-114.2,1606,412.094810458727,337
"1642",35.2,-114,1642,429.781540265099,386
"23",35.4,-123,23,429.032598240573,600
"59",35.4,-122.8,59,411.658587706886,600
"95",35.4,-122.6,95,394.367555844894,600
"131",35.4,-122.4,131,377.17098854502,600
"167",35.4,-122.2,167,360.082493450053,600
"203",35.4,-122,203,343.118291069608,600
"239",35.4,-121.8,239,326.297840567993,600
"275",35.4,-121.6,275,309.644641690098,600
"311",35.4,-121.4,311,293.187267567678,600
"347",35.4,-121.2,347,276.960700092814,600
"383",35.4,-121,383,261.008060193682,600
"419",35.4,-120.8,419,245.38284828505,733
"455",35.4,-120.6,455,230.151830472508,383
"491",35.4,-120.4,491,215.39871116147,710
"527",35.4,-120.2,527,201.228694381909,514
"563",35.4,-120,563,187.773897375718,514
"599",35.4,-119.8,599,175.199237543495,386
"635",35.4,-119.6,635,163.707710475354,294
"671",35.4,-119.4,671,153.542752681547,233
"707",35.4,-119.2,707,144.983698867,228
"743",35.4,-119,743,138.329001742846,501
"779",35.4,-118.8,779,133.863003646186,468
"815",35.4,-118.6,815,131.808386796289,710
"851",35.4,-118.4,851,132.277572341229,710
"887",35.4,-118.2,887,135.244294508683,352
"923",35.4,-118,923,140.550477895147,445
"959",35.4,-117.8,959,147.944595210684,373
"995",35.4,-117.6,995,157.132141758187,355
"1031",35.4,-117.4,1031,167.818788790588,598
"1067",35.4,-117.2,1067,179.737300400422,432
"1103",35.4,-117,1103,192.659148176017,483
"1139",35.4,-116.8,1139,206.395923948998,441
"1175",35.4,-116.6,1175,220.795528769165,627
"1211",35.4,-116.4,1211,235.736478399677,444
"1247",35.4,-116.2,1247,251.122112725355,352
"1283",35.4,-116,1283,266.875477557426,710
"1319",35.4,-115.8,1319,282.935098377259,453
"1355",35.4,-115.6,1355,299.251614085092,373
"1391",35.4,-115.4,1391,315.785146404221,407
"1427",35.4,-115.2,1427,332.503263068479,644
"1463",35.4,-115,1463,349.379405858187,401
"1499",35.4,-114.8,1499,366.39167676515,559
"1535",35.4,-114.6,1535,383.521897981675,600
"1571",35.4,-114.4,1571,400.754880744253,343
"1607",35.4,-114.2,1607,418.077853606053,435
"1643",35.4,-114,1643,435.480012759827,414
"24",35.6,-123,24,435.88625280757,600
"60",35.6,-122.8,60,418.839411831322,600
"96",35.6,-122.6,96,401.899977459404,600
"132",35.6,-122.4,132,385.082196294556,600
"168",35.6,-122.2,168,368.402801115202,600
"204",35.6,-122,204,351.881542578767,600
"240",35.6,-121.8,240,335.541851142424,600
"276",35.6,-121.6,276,319.411662791496,600
"312",35.6,-121.4,312,303.524449736348,600
"348",35.6,-121.2,348,287.920504965633,600
"384",35.6,-121,384,272.648535593153,733
"420",35.6,-120.8,420,257.76762038517,385
"456",35.6,-120.6,456,243.349574008438,514
"492",35.6,-120.4,492,229.481720320134,514
"528",35.6,-120.2,528,216.269985596024,514
"564",35.6,-120,564,203.8420437618,385
"600",35.6,-119.8,600,192.349934254881,294
"636",35.6,-119.6,636,181.971096747609,228
"672",35.6,-119.4,672,172.906167738141,228
"708",35.6,-119.2,708,165.371395403894,238
"744",35.6,-119,744,159.583698890265,514
"780",35.6,-118.8,780,155.738004188173,710
"816",35.6,-118.6,816,153.979902091569,710
"852",35.6,-118.4,852,154.380737215892,710
"888",35.6,-118.2,888,156.923964966599,710
"924",35.6,-118,924,161.508400280571,626
"960",35.6,-117.8,960,167.966972761258,294
"996",35.6,-117.6,996,176.093566097116,352
"1032",35.6,-117.4,1032,185.669255529903,487
"1068",35.6,-117.2,1068,196.482252118671,709
"1104",35.6,-117,1104,208.33995385866,433
"1140",35.6,-116.8,1140,221.074277602396,709
"1176",35.6,-116.6,1176,234.542433474902,602
"1212",35.6,-116.4,1212,248.625144597582,605
"1248",35.6,-116.2,1248,263.223740057288,294
"1284",35.6,-116,1284,278.256981361636,401
"1320",35.6,-115.8,1320,293.658068273006,455
"1356",35.6,-115.6,1356,309.372012810698,494
"1392",35.6,-115.4,1392,325.353428714047,204
"1428",35.6,-115.2,1428,341.564714716487,803
"1464",35.6,-115,1464,357.974582070888,526
"1500",35.6,-114.8,1500,374.556870072698,793
"1536",35.6,-114.6,1536,391.289596498862,539
"1572",35.6,-114.4,1572,408.154196868185,275
"1608",35.6,-114.2,1608,425.13491423767,518
"1644",35.6,-114,1644,442.218308536713,239
"25",35.8,-123,25,443.743559687919,600
"61",35.8,-122.8,61,427.05257324435,600
"97",35.8,-122.6,97,410.493991989629,600
"133",35.8,-122.4,133,394.084577118854,600
"169",35.8,-122.2,169,377.843833804096,600
"205",35.8,-122,205,361.794547053639,600
"241",35.8,-121.8,241,345.963431879977,600
"277",35.8,-121.6,277,330.38192065696,600
"313",35.8,-121.4,313,315.087112535038,600
"349",35.8,-121.2,349,300.122909482342,596
"385",35.8,-121,385,285.541358443179,385
"421",35.8,-120.8,421,271.404205046864,514
"457",35.8,-120.6,457,257.784634531729,514
"493",35.8,-120.4,493,244.769120097748,499
"529",35.8,-120.2,529,232.459204637344,477
"565",35.8,-120,565,220.972895106986,385
"601",35.8,-119.8,601,210.445144163807,228
"637",35.8,-119.6,637,201.026652539461,228
"673",35.8,-119.4,673,192.880027232362,228
"709",35.8,-119.2,709,186.172342725632,269
"745",35.8,-119,745,181.063618935452,514
"781",35.8,-118.8,781,177.691843223904,710
"817",35.8,-118.6,817,176.156797162655,710
"853",35.8,-118.4,853,176.506414601516,710
"889",35.8,-118.2,889,178.729634589263,710
"925",35.8,-118,925,182.758085111847,710
"961",35.8,-117.8,961,188.476032255211,294
"997",35.8,-117.6,997,195.735446327517,352
"1033",35.8,-117.4,1033,204.372104576997,710
"1069",35.8,-117.2,1069,214.219460866517,710
"1105",35.8,-117,1105,225.118655974672,477
"1141",35.8,-116.8,1141,236.92453119354,514
"1177",35.8,-116.6,1177,249.508372945394,574
"1213",35.8,-116.4,1213,262.758384783439,591
"1249",35.8,-116.2,1249,276.578791772691,514
"1285",35.8,-116,1285,290.888253650186,401
"1321",35.8,-115.8,1321,305.618030137698,459
"1357",35.8,-115.6,1357,320.710158076232,333
"1393",35.8,-115.4,1393,336.115774118902,399
"1429",35.8,-115.2,1429,351.79363848255,461
"1465",35.8,-115,1465,367.708870692373,287
"1501",35.8,-114.8,1501,383.831885276379,527
"1537",35.8,-114.6,1537,400.137505262884,513
"1573",35.8,-114.4,1573,416.6042284075,542
"1609",35.8,-114.2,1609,433.213621842201,555
"1645",35.8,-114,1645,449.949823278977,562
"26",36,-123,26,452.552354133867,600
"62",36,-122.8,62,436.239881064372,600
"98",36,-122.6,98,420.084568412149,600
"134",36,-122.4,134,404.105334607931,600
"170",36,-122.2,170,388.323985258494,600
"206",36,-122,206,372.765721744173,600
"242",36,-121.8,242,357.459741222327,600
"278",36,-121.6,278,342.439939983034,600
"314",36,-121.4,314,327.745729841671,710
"350",36,-121.2,350,313.422971604468,514
"386",36,-121,386,299.525018392179,385
"422",36,-120.8,422,286.113841560453,469
"458",36,-120.6,458,273.261178868958,389
"494",36,-120.4,494,261.049593508657,691
"530",36,-120.2,530,249.573259439477,513
"566",36,-120,566,238.938193211913,395
"602",36,-119.8,602,229.261545540194,228
"638",36,-119.6,638,220.669477631601,228
"674",36,-119.4,674,213.293136423011,228
"710",36,-119.2,710,207.262394633621,409
"746",36,-119,746,202.697417682002,439
"782",36,-118.8,782,199.698768915708,710
"818",36,-118.6,818,198.33751689453,710
"854",36,-118.4,854,198.647331276874,710
"890",36,-118.2,890,200.620469188128,710
"926",36,-118,926,204.208713657558,710
"962",36,-117.8,962,209.329010404442,696
"998",36,-117.6,998,215.872350501556,505
"1034",36,-117.4,1034,223.713877218138,710
"1070",36,-117.2,1070,232.722371393229,519
"1106",36,-117,1106,242.76792414621,383
"1142",36,-116.8,1142,253.72735001053,334
"1178",36,-116.6,1178,265.487456679078,709
"1214",36,-116.4,1214,277.946586422002,609
"1250",36,-116.2,1250,291.014925025693,463
"1286",36,-116,1286,304.614025806811,355
"1322",36,-115.8,1322,318.675895893666,299
"1358",36,-115.6,1358,333.141887111109,446
"1394",36,-115.4,1394,347.96154622336,596
"1430",36,-115.2,1430,363.091514639653,340
"1466",36,-115,1466,378.494523862395,608
"1502",36,-114.8,1502,394.138505249659,671
"1538",36,-114.6,1538,409.995816312048,900
"1574",36,-114.4,1574,426.042576902041,401
"1610",36,-114.2,1610,442.258104471073,403
"1646",36,-114,1646,458.624436159656,573
"27",36.2,-123,27,462.258351817287,600
"63",36.2,-122.8,63,446.341295991817,600
"99",36.2,-122.6,99,430.605239669962,600
"135",36.2,-122.4,135,415.070836848442,600
"171",36.2,-122.2,171,399.761663155224,600
"207",36.2,-122,207,384.704674032445,600
"243",36.2,-121.8,243,369.930728919548,600
"279",36.2,-121.6,279,355.475184054859,710
"315",36.2,-121.4,315,341.378551740782,710
"351",36.2,-121.2,351,327.687215743516,385
"387",36.2,-121,387,314.454179395345,385
"423",36.2,-120.8,423,301.739803092804,521
"459",36.2,-120.6,459,289.612459355909,502
"495",36.2,-120.4,495,278.148995214131,315
"531",36.2,-120.2,531,267.434844256613,228
"567",36.2,-120,567,257.563579443177,228
"603",36.2,-119.8,603,248.635655405064,228
