,Unnamed: 0,lat,lon,grid_id,EpiDist,VS30,siteterm,MMI_st,MMI,dff
304,1015,32.2,-117.4,1015,247.1420114,600,-0.0794,3.257013213,3.336413213,0.0794
305,1051,32.2,-117.2,1051,255.6936312,600,-0.0794,3.202202499,3.281602499,0.0794
306,1087,32.2,-117,1087,265.2819096,600,-0.0794,3.142130416,3.221530416,0.0794
307,1123,32.2,-116.8,1123,275.7987148,556,-0.057444,3.099762493,3.157206493,0.057444
308,1159,32.2,-116.6,1159,287.1420046,600,-0.0794,3.010129942,3.089529942,0.0794
309,1195,32.2,-116.4,1195,299.2177591,770,-0.16423,2.855048314,3.019278314,0.16423
310,1231,32.2,-116.2,1231,311.9408836,478,-0.018522,2.928586403,2.947108403,0.018522
311,1267,32.2,-116,1267,325.2353685,314,0.063314,2.936878715,2.873564715,0.063314
312,1303,32.2,-115.8,1303,339.0339606,649,-0.103851,2.695240854,2.799091854,0.103851
313,1339,32.2,-115.6,1339,353.277548,198,0.121198,2.845246268,2.724048268,0.121198
314,1375,32.2,-115.4,1375,367.9144022,452,-0.005548,2.643171766,2.648719766,0.005548
315,1411,32.2,-115.2,1411,382.8993759,180,0.13018,2.703511914,2.573331914,0.13018
316,1447,32.2,-115,1447,398.1931175,180,0.13018,2.628240949,2.498060949,0.13018
317,1483,32.2,-114.8,1483,413.761337,207,0.116707,2.539750075,2.423043075,0.116707
318,1519,32.2,-114.6,1519,429.5741394,241,0.099741,2.448123249,2.348382249,0.099741
319,1555,32.2,-114.4,1555,445.6054328,338,0.051338,2.3254946,2.2741566,0.051338
320,1591,32.2,-114.2,1591,461.8324091,237,0.101737,2.30216066,2.20042366,0.101737
321,1627,32.2,-114,1627,478.2350932,267,0.086767,2.213991608,2.127224608,0.086767
322,8,32.4,-123,8,461.6545658,600,-0.0794,2.121824479,2.201224479,0.0794
323,44,32.4,-122.8,44,444.9676343,600,-0.0794,2.197682746,2.277082746,0.0794
324,80,32.4,-122.6,80,428.4397009,600,-0.0794,2.27428944,2.35368944,0.0794
325,116,32.4,-122.4,116,412.0899619,600,-0.0794,2.351622967,2.431022967,0.0794
326,152,32.4,-122.2,152,395.9405564,600,-0.0794,2.429646369,2.509046369,0.0794
327,188,32.4,-122,188,380.017089,600,-0.0794,2.508302625,2.587702625,0.0794
328,224,32.4,-121.8,224,364.3492464,600,-0.0794,2.587508636,2.666908636,0.0794
329,260,32.4,-121.6,260,348.9715222,600,-0.0794,2.667147608,2.746547608,0.0794
330,296,32.4,-121.4,296,333.9240606,600,-0.0794,2.747059435,2.826459435,0.0794
331,332,32.4,-121.2,332,319.2536231,600,-0.0794,2.827028729,2.906428729,0.0794
332,368,32.4,-121,368,305.0146743,600,-0.0794,2.90677014,2.98617014,0.0794
333,404,32.4,-120.8,404,291.2705577,600,-0.0794,2.985910764,3.065310764,0.0794
334,440,32.4,-120.6,440,278.0947049,600,-0.0794,3.06396979,3.14336979,0.0794
335,476,32.4,-120.4,476,265.5717613,600,-0.0794,3.140336179,3.219736179,0.0794
336,512,32.4,-120.2,512,253.7984424,600,-0.0794,3.214246266,3.293646266,0.0794
337,548,32.4,-120,548,242.8838286,600,-0.0794,3.284764898,3.364164898,0.0794
338,584,32.4,-119.8,584,232.9486958,600,-0.0794,3.350775914,3.430175914,0.0794
339,620,32.4,-119.6,620,224.1233784,600,-0.0794,3.410990268,3.490390268,0.0794
340,656,32.4,-119.4,656,216.5436461,600,-0.0794,3.463981695,3.543381695,0.0794
341,692,32.4,-119.2,692,210.3442248,600,-0.0794,3.508258925,3.587658925,0.0794
342,728,32.4,-119,728,205.6500065,600,-0.0794,3.542377826,3.621777826,0.0794
343,764,32.4,-118.8,764,202.5656799,600,-0.0794,3.565085504,3.644485504,0.0794
344,800,32.4,-118.6,800,201.1653201,600,-0.0794,3.575473438,3.654873438,0.0794
345,836,32.4,-118.4,836,201.4840472,600,-0.0794,3.573104762,3.652504762,0.0794
346,872,32.4,-118.2,872,203.5137833,600,-0.0794,3.558080301,3.637480301,0.0794
347,908,32.4,-118,908,207.204245,600,-0.0794,3.531023054,3.610423054,0.0794
348,944,32.4,-117.8,944,212.4688993,600,-0.0794,3.492986001,3.572386001,0.0794
349,980,32.4,-117.6,980,219.1943291,600,-0.0794,3.445310829,3.524710829,0.0794
350,1016,32.4,-117.4,1016,227.2508542,600,-0.0794,3.389474543,3.468874543,0.0794
351,1052,32.4,-117.2,1052,236.5024533,600,-0.0794,3.326955339,3.406355339,0.0794
352,1088,32.4,-117,1088,246.8147426,419,0.010919,3.349454025,3.338535025,0.010919
353,1124,32.4,-116.8,1124,258.0605601,642,-0.100358,3.166283148,3.266641148,0.100358
354,1160,32.4,-116.6,1160,270.1232979,438,0.001438,3.193160699,3.191722699,0.001438
355,1196,32.4,-116.4,1196,282.8984339,568,-0.063432,3.051217619,3.114649619,0.063432
356,1232,32.4,-116.2,1232,296.2937904,387,0.026887,3.063013613,3.036126613,0.026887
357,1268,32.4,-116,1268,310.2289905,367,0.036867,2.993580872,2.956713872,0.036867
358,1304,32.4,-115.8,1304,324.634474,401,0.019901,2.896750758,2.876849758,0.019901
359,1340,32.4,-115.6,1340,339.4503235,184,0.128184,2.925056544,2.796872544,0.128184
360,1376,32.4,-115.4,1376,354.6250577,403,0.018903,2.735942802,2.717039802,0.018903
361,1412,32.4,-115.2,1412,370.1144841,217,0.111717,2.749261903,2.637544903,0.111717
362,1448,32.4,-115,1448,385.8806553,197,0.121697,2.680227669,2.558530669,0.121697
363,1484,32.4,-114.8,1484,401.8909479,221,0.109721,2.589821419,2.480100419,0.109721
364,1520,32.4,-114.6,1520,418.1172642,200,0.1202,2.522526808,2.402326808,0.1202
365,1556,32.4,-114.4,1556,434.5353484,249,0.095749,2.42100781,2.32525881,0.095749
366,1592,32.4,-114.2,1592,451.1242064,296,0.072296,2.32122321,2.24892721,0.072296
367,1628,32.4,-114,1628,467.8656156,259,0.090759,2.264107897,2.173348897,0.090759
368,9,32.6,-123,9,452.0060025,600,-0.0794,2.165510842,2.244910842,0.0794
369,45,32.6,-122.8,45,434.9881322,600,-0.0794,2.243755384,2.323155384,0.0794
370,81,32.6,-122.6,81,418.1046391,600,-0.0794,2.322986685,2.402386685,0.0794
371,117,32.6,-122.4,117,401.3725472,600,-0.0794,2.403212876,2.482612876,0.0794
372,153,32.6,-122.2,153,384.8116725,600,-0.0794,2.484430569,2.563830569,0.0794
373,189,32.6,-122,189,368.4451686,600,-0.0794,2.566620407,2.646020407,0.0794
374,225,32.6,-121.8,225,352.3001905,600,-0.0794,2.649741154,2.729141154,0.0794
375,261,32.6,-121.6,261,336.4086981,600,-0.0794,2.733721868,2.813121868,0.0794
376,297,32.6,-121.4,297,320.8084266,600,-0.0794,2.818451586,2.897851586,0.0794
377,333,32.6,-121.2,333,305.5440481,600,-0.0794,2.903765821,2.983165821,0.0794
378,369,32.6,-121,369,290.6685464,600,-0.0794,2.989429065,3.068829065,0.0794
379,405,32.6,-120.8,405,276.2448098,600,-0.0794,3.075112482,3.154512482,0.0794
380,441,32.6,-120.6,441,262.3474199,600,-0.0794,3.160366085,3.239766085,0.0794
381,477,32.6,-120.4,477,249.0645558,600,-0.0794,3.244585277,3.323985277,0.0794
382,513,32.6,-120.2,513,236.4998366,600,-0.0794,3.326972792,3.406372792,0.0794
383,549,32.6,-120,549,224.7737763,600,-0.0794,3.406499404,3.485899404,0.0794
384,585,32.6,-119.8,585,214.0243127,600,-0.0794,3.481870527,3.561270527,0.0794
385,621,32.6,-119.6,621,204.4056208,600,-0.0794,3.551511161,3.630911161,0.0794
386,657,32.6,-119.4,657,196.0842155,600,-0.0794,3.613587465,3.692987465,0.0794
387,693,32.6,-119.2,693,189.2313504,600,-0.0794,3.666086431,3.745486431,0.0794
388,729,32.6,-119,729,184.0111976,600,-0.0794,3.706970233,3.786370233,0.0794
389,765,32.6,-118.8,765,180.5654378,600,-0.0794,3.734402936,3.813802936,0.0794
390,801,32.6,-118.6,801,178.9965868,600,-0.0794,3.747014687,3.826414687,0.0794
391,837,32.6,-118.4,837,179.3539104,600,-0.0794,3.744135412,3.823535412,0.0794
392,873,32.6,-118.2,873,181.6260394,600,-0.0794,3.725920412,3.805320412,0.0794
393,909,32.6,-118,909,185.7427093,600,-0.0794,3.693320591,3.772720591,0.0794
394,945,32.6,-117.8,945,191.585039,600,-0.0794,3.647908865,3.727308865,0.0794
395,981,32.6,-117.6,981,199.0010789,600,-0.0794,3.591625847,3.671025847,0.0794
396,1017,32.6,-117.4,1017,207.8224003,600,-0.0794,3.526523128,3.605923128,0.0794
397,1053,32.6,-117.2,1053,217.8783511,600,-0.0794,3.454561221,3.533961221,0.0794
398,1089,32.6,-117,1089,229.0063122,464,-0.011536,3.445347929,3.456883929,0.011536
399,1125,32.6,-116.8,1125,241.0578295,762,-0.160238,3.215924607,3.376162607,0.160238
400,1161,32.6,-116.6,1161,253.901385,520,-0.03948,3.25351059,3.29299059,0.03948
401,1197,32.6,-116.4,1197,267.4228412,327,0.056827,3.265133862,3.208306862,0.056827
402,1233,32.6,-116.2,1233,281.5244913,328,0.056328,3.179160778,3.122832778,0.056328
403,1269,32.6,-116,1269,296.1234105,618,-0.088382,2.948729496,3.037111496,0.088382
404,1305,32.6,-115.8,1305,311.1495621,395,0.022895,2.974439571,2.951544571,0.022895
405,1341,32.6,-115.6,1341,326.5439215,180,0.13018,2.99660337,2.86642337,0.13018
406,1377,32.6,-115.4,1377,342.2567545,203,0.118703,2.900657795,2.781954795,0.118703
407,1413,32.6,-115.2,1413,358.2461042,201,0.119701,2.817982723,2.698281723,0.119701
408,1449,32.6,-115,1449,374.4764968,213,0.113713,2.729211921,2.615498921,0.113713
409,1485,32.6,-114.8,1485,390.917854,215,0.112715,2.646380283,2.533665283,0.112715
410,1521,32.6,-114.6,1521,407.5445868,216,0.112216,2.56502915,2.45281315,0.112216
411,1557,32.6,-114.4,1557,424.3348473,283,0.078783,2.45173837,2.37295537,0.078783
412,1593,32.6,-114.2,1593,441.2699107,302,0.069302,2.363392617,2.294090617,0.069302
413,1629,32.6,-114,1629,458.3336669,346,0.047346,2.26355339,2.21620739,0.047346
414,10,32.8,-123,10,443.2562911,600,-0.0794,2.205544977,2.284944977,0.0794
415,46,32.8,-122.8,46,425.9289858,600,-0.0794,2.286061684,2.365461684,0.0794
416,82,32.8,-122.6,82,408.7112214,600,-0.0794,2.367807942,2.447207942,0.0794
417,118,32.8,-122.4,118,391.6175148,600,-0.0794,2.450825507,2.530225507,0.0794
418,154,32.8,-122.2,154,374.6649141,600,-0.0794,2.535149898,2.614549898,0.0794
419,190,32.8,-122,190,357.8735403,600,-0.0794,2.620806699,2.700206699,0.0794
420,226,32.8,-121.8,226,341.2672596,600,-0.0794,2.707806364,2.787206364,0.0794
421,262,32.8,-121.6,262,324.8745235,600,-0.0794,2.796136994,2.875536994,0.0794
422,298,32.8,-121.4,298,308.7294155,600,-0.0794,2.885754298,2.965154298,0.0794
423,334,32.8,-121.2,334,292.8729562,600,-0.0794,2.976567728,3.055967728,0.0794
424,370,32.8,-121,370,277.3547204,600,-0.0794,3.068421438,3.147821438,0.0794
425,406,32.8,-120.8,406,262.2348227,600,-0.0794,3.161068375,3.240468375,0.0794
426,442,32.8,-120.6,442,247.5863136,600,-0.0794,3.254135546,3.333535546,0.0794
427,478,32.8,-120.4,478,233.4979872,600,-0.0794,3.347078473,3.426478473,0.0794
428,514,32.8,-120.2,514,220.0775079,600,-0.0794,3.439123595,3.518523595,0.0794
429,550,32.8,-120,550,207.454582,600,-0.0794,3.5291996,3.6085996,0.0794
430,586,32.8,-119.8,586,195.7835859,600,-0.0794,3.615863722,3.695263722,0.0794
431,622,32.8,-119.6,622,185.2445778,600,-0.0794,3.697238268,3.776638268,0.0794
432,658,32.8,-119.4,658,176.0410233,600,-0.0794,3.770986681,3.850386681,0.0794
433,694,32.8,-119.2,694,168.3920712,600,-0.0794,3.834373737,3.913773737,0.0794
434,730,32.8,-119,730,162.5174042,600,-0.0794,3.884459953,3.963859953,0.0794
435,766,32.8,-118.8,766,158.6143128,600,-0.0794,3.91845628,3.99785628,0.0794
436,802,32.8,-118.6,802,156.8300829,600,-0.0794,3.934197082,4.013597082,0.0794
437,838,32.8,-118.4,838,157.2368686,600,-0.0794,3.930597072,4.009997072,0.0794
438,874,32.8,-118.2,874,159.8179388,600,-0.0794,3.907909289,3.987309289,0.0794
439,910,32.8,-118,910,164.4709519,600,-0.0794,3.867663236,3.947063236,0.0794
440,946,32.8,-117.8,946,171.0268651,600,-0.0794,3.81231319,3.89171319,0.0794
441,982,32.8,-117.6,982,179.2770178,600,-0.0794,3.744754664,3.824154664,0.0794
442,1018,32.8,-117.4,1018,188.9996425,600,-0.0794,3.667884383,3.747284383,0.0794
443,1054,32.8,-117.2,1054,199.9800554,453,-0.006047,3.657657583,3.663704583,0.006047
444,1090,32.8,-117,1090,212.022891,446,-0.002554,3.573029464,3.575583464,0.002554
445,1126,32.8,-116.8,1126,224.9575464,660,-0.10934,3.37529208,3.48463208,0.10934
446,1162,32.8,-116.6,1162,238.639007,680,-0.11932,3.272827348,3.392147348,0.11932
447,1198,32.8,-116.4,1198,252.9460748,690,-0.12431,3.174771873,3.299081873,0.12431
448,1234,32.8,-116.2,1234,267.7784434,703,-0.130797,3.075319979,3.206116979,0.130797
449,1270,32.8,-116,1270,283.053495,563,-0.060937,3.052790635,3.113727635,0.060937
450,1306,32.8,-115.8,1306,298.7032712,235,0.102735,3.124970543,3.022235543,0.102735
451,1342,32.8,-115.6,1342,314.6718141,220,0.11022,3.042070474,2.931850474,0.11022
452,1378,32.8,-115.4,1378,330.9129246,268,0.086268,2.928969501,2.842701501,0.086268
453,1414,32.8,-115.2,1414,347.3883195,242,0.099242,2.854102146,2.754860146,0.099242
454,1450,32.8,-115,1450,364.0661362,374,0.033374,2.701731329,2.668357329,0.033374
455,1486,32.8,-114.8,1486,380.91973,367,0.036867,2.620062676,2.583195676,0.036867
456,1522,32.8,-114.6,1522,397.9267083,300,0.0703,2.569658416,2.499358416,0.0703
457,1558,32.8,-114.4,1558,415.068158,560,-0.05944,2.357375774,2.416815774,0.05944
458,1594,32.8,-114.2,1594,432.3280244,414,0.013414,2.348943556,2.335529556,0.013414
459,1630,32.8,-114,1630,449.6926121,321,0.059821,2.315277415,2.255456415,0.059821
460,11,33,-123,11,435.4597246,600,-0.0794,2.241565803,2.320965803,0.0794
461,47,33,-122.8,47,417.8501721,600,-0.0794,2.324193733,2.403593733,0.0794
462,83,33,-122.6,83,400.3258558,600,-0.0794,2.408291109,2.487691109,0.0794
463,119,33,-122.4,119,382.898549,600,-0.0794,2.493936029,2.573336029,0.0794
464,155,33,-122.2,155,365.5821952,600,-0.0794,2.581206984,2.660606984,0.0794
465,191,33,-122,191,348.3934084,600,-0.0794,2.670180443,2.749580443,0.0794
466,227,33,-121.8,227,331.3521112,600,-0.0794,2.760927135,2.840327135,0.0794
467,263,33,-121.6,263,314.4823499,600,-0.0794,2.853506454,2.932906454,0.0794
468,299,33,-121.4,299,297.8133443,600,-0.0794,2.947958115,3.027358115,0.0794
469,335,33,-121.2,335,281.3808431,600,-0.0794,3.044289777,3.123689777,0.0794
470,371,33,-121,371,265.2288752,600,-0.0794,3.142458843,3.221858843,0.0794
471,407,33,-120.8,407,249.412015,600,-0.0794,3.242345831,3.321745831,0.0794
472,443,33,-120.6,443,233.9982912,600,-0.0794,3.343715774,3.423115774,0.0794
473,479,33,-120.4,479,219.0728763,600,-0.0794,3.446162991,3.525562991,0.0794
474,515,33,-120.2,515,204.742651,600,-0.0794,3.549033745,3.628433745,0.0794
475,551,33,-120,551,191.1415886,600,-0.0794,3.651321747,3.730721747,0.0794
476,587,33,-119.8,587,178.4365617,600,-0.0794,3.751535442,3.830935442,0.0794
477,623,33,-119.6,623,166.8324598,600,-0.0794,3.847547745,3.926947745,0.0794
478,659,33,-119.4,659,156.574299,600,-0.0794,3.936464179,4.015864179,0.0794
479,695,33,-119.2,695,147.942365,600,-0.0794,4.014587343,4.093987343,0.0794
480,731,33,-119,731,141.2351804,600,-0.0794,4.077601182,4.157001182,0.0794
481,767,33,-118.8,767,136.736304,600,-0.0794,4.121098768,4.200498768,0.0794
482,803,33,-118.6,803,134.6672565,600,-0.0794,4.141454852,4.220854852,0.0794
483,839,33,-118.4,839,135.1396971,600,-0.0794,4.136786763,4.216186763,0.0794
484,875,33,-118.2,875,138.1275482,600,-0.0794,4.107537367,4.186937367,0.0794
485,911,33,-118,911,143.4737345,600,-0.0794,4.056332856,4.135732856,0.0794
486,947,33,-117.8,947,150.9278333,600,-0.0794,3.987203893,4.066603893,0.0794
487,983,33,-117.6,983,160.195838,600,-0.0794,3.904609625,3.984009625,0.0794
488,1019,33,-117.4,1019,170.9830068,600,-0.0794,3.812678426,3.892078426,0.0794
489,1055,33,-117.2,1055,183.0208837,316,0.062316,3.85653333,3.79421733,0.062316
490,1091,33,-117,1091,196.0792094,669,-0.113831,3.579194349,3.693025349,0.113831
491,1127,33,-116.8,1127,209.9676347,605,-0.081895,3.508481885,3.590376885,0.081895
492,1163,33,-116.6,1163,224.5321282,710,-0.13429,3.353276922,3.487566922,0.13429
493,1199,33,-116.4,1199,239.6494097,548,-0.053452,3.332005275,3.385457275,0.053452
494,1235,33,-116.2,1235,255.2212186,433,0.003933,3.288532254,3.284599254,0.003933
495,1271,33,-116,1271,271.1692098,689,-0.123811,3.061516662,3.185327662,0.123811
496,1307,33,-115.8,1307,287.4307186,442,-0.000558,3.087271297,3.087829297,0.000558
497,1343,33,-115.6,1343,303.9553741,228,0.106228,3.098419423,2.992191423,0.106228
498,1379,33,-115.4,1379,320.7024448,229,0.105729,3.004164452,2.898435452,0.105729
499,1415,33,-115.2,1415,337.6387788,249,0.095749,2.902289101,2.806540101,0.095749
500,1451,33,-115,1451,354.7372101,422,0.009422,2.72587918,2.71645718,0.009422
501,1487,33,-114.8,1487,371.9753269,399,0.020899,2.649021295,2.628122295,0.020899
502,1523,33,-114.6,1523,389.3345153,345,0.047845,2.589307057,2.541462057,0.047845
503,1559,33,-114.4,1559,406.7992156,318,0.061318,2.517716898,2.456398898,0.061318
504,1595,33,-114.2,1595,424.3563394,358,0.041358,2.414212242,2.372854242,0.041358
505,1631,33,-114,1631,441.9948112,694,-0.126306,2.164444569,2.290750569,0.126306
506,12,33.2,-123,12,428.6684226,600,-0.0794,2.273218825,2.352618825,0.0794
507,48,33.2,-122.8,48,410.8096459,600,-0.0794,2.357747546,2.437147546,0.0794
508,84,33.2,-122.6,84,393.0131904,600,-0.0794,2.443973954,2.523373954,0.0794
509,120,33.2,-122.4,120,375.2879939,600,-0.0794,2.532013464,2.611413464,0.0794
510,156,33.2,-122.2,156,357.6447229,600,-0.0794,2.621989528,2.701389528,0.0794
511,192,33.2,-122,192,340.0961994,600,-0.0794,2.714033013,2.793433013,0.0794
512,228,33.2,-121.8,228,322.6579543,600,-0.0794,2.808280744,2.887680744,0.0794
513,264,33.2,-121.6,264,305.348953,600,-0.0794,2.904872663,2.984272663,0.0794
514,300,33.2,-121.4,300,288.1925548,600,-0.0794,3.003946836,3.083346836,0.0794
515,336,33.2,-121.2,336,271.2177911,600,-0.0794,3.105630999,3.185030999,0.0794
516,372,33.2,-121,372,254.4610847,600,-0.0794,3.21002867,3.28942867,0.0794
517,408,33.2,-120.8,408,237.9685732,600,-0.0794,3.31719668,3.39659668,0.0794
518,444,33.2,-120.6,444,221.7992682,600,-0.0794,3.427109241,3.506509241,0.0794
519,480,33.2,-120.4,480,206.0293479,600,-0.0794,3.539601099,3.619001099,0.0794
520,516,33.2,-120.2,516,190.7579555,600,-0.0794,3.654278695,3.733678695,0.0794
521,552,33.2,-120,552,176.1148895,600,-0.0794,3.770384128,3.849784128,0.0794
522,588,33.2,-119.8,588,162.2703994,600,-0.0794,3.886593968,3.965993968,0.0794
523,624,33.2,-119.6,624,149.4466453,600,-0.0794,4.000740254,4.080140254,0.0794
524,660,33.2,-119.4,660,137.9286815,600,-0.0794,4.10946973,4.18886973,0.0794
525,696,33.2,-119.2,696,128.0693525,600,-0.0794,4.207936504,4.287336504,0.0794
526,732,33.2,-119,732,120.2772766,600,-0.0794,4.289772726,4.369172726,0.0794
527,768,33.2,-118.8,768,114.9735669,600,-0.0794,4.347735888,4.427135888,0.0794
528,804,33.2,-118.6,804,112.5106982,600,-0.0794,4.375324336,4.454724336,0.0794
529,840,33.2,-118.4,840,113.074461,600,-0.0794,4.368970187,4.448370187,0.0794
530,876,33.2,-118.2,876,116.6209679,600,-0.0794,4.329524462,4.408924462,0.0794
531,912,33.2,-118,912,122.8922432,600,-0.0794,4.261885263,4.341285263,0.0794
532,948,33.2,-117.8,948,131.4990036,600,-0.0794,4.173073454,4.252473454,0.0794
533,984,33.2,-117.6,984,142.0172365,600,-0.0794,4.070143235,4.149543235,0.0794
534,1020,33.2,-117.4,1020,154.0558834,600,-0.0794,3.958929228,4.038329228,0.0794
535,1056,33.2,-117.2,1056,167.2869802,708,-0.133292,3.78980741,3.92309941,0.133292
536,1092,33.2,-117,1092,181.4498145,649,-0.103851,3.702876421,3.806727421,0.103851
537,1128,33.2,-116.8,1128,196.3428148,710,-0.13429,3.556741369,3.691031369,0.13429
538,1164,33.2,-116.6,1164,211.8119683,685,-0.121815,3.455282167,3.577097167,0.121815
539,1200,33.2,-116.4,1200,227.7398481,709,-0.133791,3.331737318,3.465528318,0.133791
540,1236,33.2,-116.2,1236,244.0365958,511,-0.034989,3.321631942,3.356620942,0.034989
541,1272,33.2,-116,1272,260.6329722,465,-0.012035,3.238445326,3.250480326,0.012035
542,1308,33.2,-115.8,1308,277.4751613,600,-0.0794,3.067696375,3.147096375,0.0794
543,1344,33.2,-115.6,1344,294.5209381,248,0.096248,3.142639644,3.046391644,0.096248
544,1380,33.2,-115.4,1380,311.7368491,294,0.073294,3.021545577,2.948251577,0.073294
545,1416,33.2,-115.2,1416,329.0961353,710,-0.13429,2.718253339,2.852543339,0.13429
546,1452,33.2,-115,1452,346.5771929,442,-0.000558,2.758569406,2.759127406,0.000558
547,1488,33.2,-114.8,1488,364.1624252,480,-0.01952,2.648344541,2.667864541,0.01952
548,1524,33.2,-114.6,1524,381.8373778,415,0.012915,2.591534881,2.578619881,0.012915
549,1560,33.2,-114.4,1560,399.5900832,361,0.039861,2.531126186,2.491265186,0.039861
550,1596,33.2,-114.2,1596,417.4105584,516,-0.037484,2.368195939,2.405679939,0.037484
551,1632,33.2,-114,1632,435.2904173,302,0.069302,2.391053746,2.321751746,0.069302
552,13,33.4,-123,13,422.9309259,600,-0.0794,2.300167273,2.379567273,0.0794
553,49,33.4,-122.8,49,404.8616946,600,-0.0794,2.386336367,2.465736367,0.0794
554,85,33.4,-122.6,85,386.8341867,600,-0.0794,2.474410014,2.553810014,0.0794
555,121,33.4,-122.4,121,368.8545929,600,-0.0794,2.564539665,2.643939665,0.0794
556,157,33.4,-122.2,157,350.9303511,600,-0.0794,2.656892887,2.736292887,0.0794
557,193,33.4,-122,193,333.0704707,600,-0.0794,2.751654933,2.831054933,0.0794
558,229,33.4,-121.8,229,315.2859629,600,-0.0794,2.849030129,2.928430129,0.0794
559,265,33.4,-121.6,265,297.5904141,600,-0.0794,2.949242805,3.028642805,0.0794
560,301,33.4,-121.4,301,280.0007642,600,-0.0794,3.052537212,3.131937212,0.0794
561,337,33.4,-121.2,337,262.5383724,600,-0.0794,3.159175518,3.238575518,0.0794
562,373,33.4,-121,373,245.2304984,600,-0.0794,3.269432228,3.348832228,0.0794
563,409,33.4,-120.8,409,228.1123896,600,-0.0794,3.383582189,3.462982189,0.0794
564,445,33.4,-120.6,445,211.230259,600,-0.0794,3.501877148,3.581277148,0.0794
565,481,33.4,-120.4,481,194.6455894,600,-0.0794,3.624502117,3.703902117,0.0794
566,517,33.4,-120.2,517,178.4414109,600,-0.0794,3.751496255,3.830896255,0.0794
567,553,33.4,-120,553,162.731497,600,-0.0794,3.882612159,3.962012159,0.0794
568,589,33.4,-119.8,589,147.673744,600,-0.0794,4.017070747,4.096470747,0.0794
569,625,33.4,-119.6,625,133.4890946,600,-0.0794,4.153148448,4.232548448,0.0794
570,661,33.4,-119.4,661,120.4863741,600,-0.0794,4.287526461,4.366926461,0.0794
571,697,33.4,-119.2,697,109.0890967,600,-0.0794,4.414401397,4.493801397,0.0794
572,733,33.4,-119,733,99.84859653,600,-0.0794,4.524652522,4.604052522,0.0794
573,769,33.4,-118.8,769,93.40721224,600,-0.0794,4.606029586,4.685429586,0.0794
574,805,33.4,-118.6,805,90.36554049,600,-0.0794,4.645890798,4.725290798,0.0794
575,841,33.4,-118.4,841,91.06489537,715,-0.136785,4.579255057,4.716040057,0.136785
576,877,33.4,-118.2,877,95.42305593,600,-0.0794,4.580131738,4.659531738,0.0794
577,913,33.4,-118,913,102.9765077,600,-0.0794,4.486521322,4.565921322,0.0794
578,949,33.4,-117.8,949,113.0867549,600,-0.0794,4.368831883,4.448231883,0.0794
579,985,33.4,-117.6,985,125.1355679,413,0.013913,4.331620153,4.317707153,0.013913
580,1021,33.4,-117.4,1021,138.6183211,520,-0.03948,4.142697262,4.182177262,0.03948
581,1057,33.4,-117.2,1057,153.1567383,700,-0.1293,3.917113929,4.046413929,0.1293
582,1093,33.4,-117,1093,168.4777048,705,-0.131795,3.781257907,3.913052907,0.131795
583,1129,33.4,-116.8,1129,184.3862032,652,-0.105348,3.678058451,3.783406451,0.105348
584,1165,33.4,-116.6,1165,200.7425466,692,-0.125308,3.532711325,3.658019325,0.125308
585,1201,33.4,-116.4,1201,217.4456426,694,-0.126306,3.410705055,3.537011055,0.126306
586,1237,33.4,-116.2,1237,234.421326,659,-0.108841,3.311435123,3.420276123,0.108841
587,1273,33.4,-116,1273,251.6143731,600,-0.0794,3.228197923,3.307597923,0.0794
588,1309,33.4,-115.8,1309,268.9830477,347,0.046847,3.245559399,3.198712399,0.046847
589,1345,33.4,-115.6,1345,286.4953501,352,0.044352,3.13769485,3.09334285,0.044352
590,1381,33.4,-115.4,1381,304.1264096,447,-0.003053,2.98816536,2.99121836,0.003053
591,1417,33.4,-115.2,1417,321.8566494,437,0.001937,2.894019977,2.892082977,0.001937
592,1453,33.4,-115,1453,339.670477,442,-0.000558,2.795141716,2.795699716,0.000558
593,1489,33.4,-114.8,1489,357.5553372,401,0.019901,2.721752707,2.701851707,0.019901
594,1525,33.4,-114.6,1525,375.5010176,304,0.068304,2.678645823,2.610341823,0.068304
595,1561,33.4,-114.4,1561,393.4991339,336,0.052336,2.573327531,2.520991531,0.052336
596,1597,33.4,-114.2,1597,411.5427432,316,0.062316,2.495955413,2.433639413,0.062316
597,1633,33.4,-114,1633,429.6260496,525,-0.041975,2.306164577,2.348139577,0.041975
598,14,33.6,-123,14,418.2907138,600,-0.0794,2.322104299,2.401504299,0.0794
599,50,33.6,-122.8,50,400.0551721,600,-0.0794,2.409605561,2.489005561,0.0794
600,86,33.6,-122.6,86,381.8440072,600,-0.0794,2.499186846,2.578586846,0.0794
601,122,33.6,-122.4,122,363.6609556,600,-0.0794,2.591031774,2.670431774,0.0794
602,158,33.6,-122.2,158,345.5105304,600,-0.0794,2.685347812,2.764747812,0.0794
603,194,33.6,-122,194,327.3982325,600,-0.0794,2.78237015,2.86177015,0.0794
604,230,33.6,-121.8,230,309.3308342,600,-0.0794,2.882366222,2.961766222,0.0794
605,266,33.6,-121.6,266,291.3167646,600,-0.0794,2.985640905,3.065040905,0.0794
606,302,33.6,-121.4,302,273.3666417,600,-0.0794,3.092542365,3.171942365,0.0794
607,338,33.6,-121.2,338,255.4940191,600,-0.0794,3.203468306,3.282868306,0.0794
