,field_1,lat,lon,grid_id,EpiDist,VS30,mmimean,thresh1,thresh2,Delta_R
201,617,31.8,-119.6,617,285.4477424,600,3.650372982,,,0.07940000000000014
202,653,31.8,-119.4,653,279.49586089999997,600,3.6709356310000003,,,0.07940000000000014
203,689,31.8,-119.2,689,274.6885123,600,3.687809229,,,0.07940000000000014
204,725,31.8,-119.0,725,271.0866116,600,3.700653791,,,0.07940000000000014
205,761,31.8,-118.8,761,268.738646,600,3.7091875080000003,,,0.07940000000000014
206,797,31.8,-118.6,797,267.6776234,600,3.7132093910000004,,,0.07940000000000014
207,833,31.8,-118.4,833,267.9188378,600,3.712618351,,,0.07940000000000014
208,869,31.8,-118.2,869,269.45879110000004,600,3.707427502,,,0.07940000000000014
209,905,31.8,-118.0,905,272.2754423,600,3.697766542,,,0.07940000000000014
210,941,31.8,-117.8,941,276.32974360000003,600,3.683870554,,,0.07940000000000014
211,977,31.8,-117.6,977,281.5682232,600,3.6660583019999997,,,0.07940000000000014
212,1013,31.8,-117.4,1013,287.92623560000004,600,3.644701958,,,0.07940000000000014
213,1049,31.8,-117.2,1049,295.33146239999996,600,3.620180845,,,0.07940000000000014
214,1085,31.8,-117.0,1085,303.7072854,600,3.59283185,,,0.07940000000000014
215,1121,31.8,-116.8,1121,312.9757605,600,3.562960625,,,0.07940000000000014
216,1157,31.8,-116.6,1157,323.0600352,301,3.851449966,,,-0.069801
217,1193,31.8,-116.4,1193,333.88616460000003,836,3.339744806,,,0.1971639999999999
218,1229,31.8,-116.2,1229,345.38435810000004,562,3.492842674,,,0.06043799999999999
219,1265,31.8,-116.0,1265,357.4897337,599,3.426459312,,,0.07890100000000055
220,1301,31.8,-115.8,1301,370.1426816,362,3.6236650939999997,,,-0.03936200000000012
221,1337,31.8,-115.6,1337,383.2889336,403,3.534635544,,,-0.018902999999999892
222,1373,31.8,-115.4,1373,396.8794269,437,3.45707798,,,-0.0019369999999998555
223,1409,31.8,-115.2,1409,410.87003419999996,402,3.454556227,,,-0.019402000000000363
224,1445,31.8,-115.0,1445,425.2212155,200,3.734200478,,,-0.12020000000000008
225,1481,31.8,-114.8,1481,439.897633,600,3.1855146889999997,,,0.07940000000000014
226,1517,31.8,-114.6,1517,454.8677556,396,3.340317488,,,-0.022396000000000083
227,1553,31.8,-114.4,1553,470.103474,294,3.438378334,,,-0.07329399999999975
228,1589,31.8,-114.2,1589,485.57973610000005,295,3.3999300000000003,,,-0.07279499999999972
229,1625,31.8,-114.0,1625,501.27420939999996,274,,,,
230,6,32.0,-123.0,6,483.42762239999996,600,,,,
231,42,32.0,-122.8,42,467.44614979999994,600,,,,
232,78,32.0,-122.6,78,451.6699749,600,3.1774771210000003,,,0.07940000000000014
233,114,32.0,-122.4,114,436.1214381,600,3.218003035,,,0.07940000000000014
234,150,32.0,-122.2,150,420.82583200000005,600,3.258444786,,,0.07940000000000014
235,186,32.0,-122.0,186,405.81181630000003,600,3.298765898,,,0.07940000000000014
236,222,32.0,-121.8,222,391.1118792,600,3.33902359,,,0.07939999999999969
237,258,32.0,-121.6,258,376.76284189999996,600,3.378907919,,,0.07939999999999969
238,294,32.0,-121.4,294,362.8063964,600,3.41827631,,,0.07940000000000014
239,330,32.0,-121.2,330,349.28965960000005,600,3.456957102,,,0.07940000000000014
240,366,32.0,-121.0,366,336.2657122,600,3.494746208,,,0.07939999999999969
241,402,32.0,-120.8,402,323.79407410000005,600,3.53140235,,,0.07939999999999969
242,438,32.0,-120.6,438,311.9410457,600,3.566643238,,,0.07940000000000014
243,474,32.0,-120.4,474,300.7798153,600,3.600146294,,,0.07940000000000014
244,510,32.0,-120.2,510,290.39020489999996,600,3.6322405339999997,,,0.07940000000000014
245,546,32.0,-120.0,546,280.8578999,600,3.664410353,,,0.07939999999999969
246,582,32.0,-119.8,582,272.27299439999996,600,3.694272041,,,0.07940000000000014
247,618,32.0,-119.6,618,264.7277074,600,3.721069098,,,0.07939999999999969
248,654,32.0,-119.4,654,258.3131847,600,3.74431324,,,0.07940000000000014
249,690,32.0,-119.2,690,253.11543360000002,600,3.763521433,,,0.07940000000000014
250,726,32.0,-119.0,726,249.2106191,600,3.7782428269999997,,,0.07940000000000014
251,762,32.0,-118.8,762,246.66016769999996,600,3.788090706,,,0.07940000000000014
252,798,32.0,-118.6,798,245.5063022,600,3.7927758689999997,,,0.07939999999999969
253,834,32.0,-118.4,834,245.768698,600,3.792144299,,,0.07940000000000014
254,870,32.0,-118.2,870,247.4428486,600,3.786205769,,,0.07939999999999969
255,906,32.0,-118.0,906,250.5004446,600,3.7751474380000003,,,0.07939999999999969
256,942,32.0,-117.8,942,254.8916938,600,3.75931716,,,0.07940000000000014
257,978,32.0,-117.6,978,260.54915800000003,600,3.739182711,,,0.07939999999999969
258,1014,32.0,-117.4,1014,267.3924581,600,3.7152829169999997,,,0.07939999999999969
259,1050,32.0,-117.2,1050,275.333164,600,3.68815136,,,0.07940000000000014
260,1086,32.0,-117.0,1086,284.27930219999996,600,3.658106327,,,0.07939999999999969
261,1122,32.0,-116.8,1122,294.1391164,411,3.8031868939999995,,,-0.014910999999999675
262,1158,32.0,-116.6,1158,304.82392450000003,432,3.744599819,,,-0.0044319999999999915
263,1194,32.0,-116.4,1194,316.25008110000005,554,3.5907919410000004,,,0.05644600000000022
264,1230,32.0,-116.2,1230,328.3401597,568,3.540933847,,,0.06343199999999971
265,1266,32.0,-116.0,1266,341.02351339999996,574,3.4974112510000004,,,0.06642599999999987
266,1302,32.0,-115.8,1302,354.236378,702,3.36025548,,,0.13029800000000025
267,1338,32.0,-115.6,1338,367.9216649,341,3.655131102,,,-0.04984099999999936
268,1374,32.0,-115.4,1374,382.02856010000005,254,3.744422913,,,-0.09325399999999995
269,1410,32.0,-115.2,1410,396.5120183,180,3.858426094,,,-0.13018000000000018
270,1446,32.0,-115.0,1446,411.332214,180,3.813030005,,,-0.13018000000000018
271,1482,32.0,-114.8,1482,426.4539904,240,3.634859324,,,-0.10023999999999988
272,1518,32.0,-114.6,1518,441.8463324,285,3.514301062,,,-0.07778499999999999
273,1554,32.0,-114.4,1554,457.48187750000005,296,3.458735704,,,-0.0722959999999997
274,1590,32.0,-114.2,1590,473.3364713,275,3.455292463,,,-0.08277500000000027
275,1626,32.0,-114.0,1626,489.3887699,286,,,,
276,7,32.2,-123.0,7,472.1467805,600,,,,
277,43,32.2,-122.8,43,455.80694270000004,600,,,,
278,79,32.2,-122.6,79,439.64989919999994,600,3.210732698,,,0.07940000000000014
279,115,32.2,-122.4,115,423.69662489999996,600,3.252970934,,,0.07940000000000014
280,151,32.2,-122.2,151,407.9710868,600,3.29528904,,,0.07940000000000014
281,187,32.2,-122.0,187,392.5007195,600,3.3378262519999997,,,0.07939999999999969
282,223,32.2,-121.8,223,377.3169713,600,3.380272627,,,0.07940000000000014
283,259,32.2,-121.6,259,362.4559235,600,3.4225199219999998,,,0.07940000000000014
284,295,32.2,-121.4,295,347.9589832,600,3.46443224,,,0.07940000000000014
285,331,32.2,-121.2,331,333.8736394,600,3.505841494,,,0.07939999999999969
286,367,32.2,-121.0,367,320.25425970000003,600,3.546540499,,,0.07940000000000014
287,403,32.2,-120.8,403,307.1628849,600,3.58627677,,,0.07940000000000014
288,439,32.2,-120.6,439,294.66994789999995,600,3.6247468,,,0.07939999999999969
289,475,32.2,-120.4,475,282.8548027,600,3.661590576,,,0.07939999999999969
290,511,32.2,-120.2,511,271.8058983,600,3.696390867,,,0.07940000000000014
291,547,32.2,-120.0,547,261.62037680000003,600,3.7303459639999996,,,0.07940000000000014
292,583,32.2,-119.8,583,252.4028224,600,3.763828754,,,0.07940000000000014
293,619,32.2,-119.6,619,244.2628776,600,3.7941875460000003,,,0.07940000000000014
294,655,32.2,-119.4,655,237.31148760000002,600,3.820775747,,,0.07940000000000014
295,691,32.2,-119.2,691,231.6557,600,3.842970848,,,0.07940000000000014
296,727,32.2,-119.0,727,227.3922309,600,3.860168695,,,0.07940000000000014
297,763,32.2,-118.8,763,224.600399,600,3.871821165,,,0.07940000000000014
298,799,32.2,-118.6,799,223.33541069999998,600,3.8774819369999998,,,0.07940000000000014
299,835,32.2,-118.4,835,223.6231832,600,3.8768763539999997,,,0.07940000000000014
300,871,32.2,-118.2,871,225.45776969999997,600,3.86998415,,,0.07940000000000014
301,907,32.2,-118.0,907,228.8019586,600,3.8570930960000003,,,0.07939999999999969
302,943,32.2,-117.8,943,233.5909106,600,3.838777542,,,0.07940000000000014
303,979,32.2,-117.6,979,239.73804359999997,600,3.815801144,,,0.07940000000000014
304,1015,32.2,-117.4,1015,247.1420114,600,3.788972855,,,0.07940000000000014
305,1051,32.2,-117.2,1051,255.6936312,600,3.7592234610000004,,,0.07940000000000014
306,1087,32.2,-117.0,1087,265.2819096,600,3.727104425,,,0.07940000000000014
307,1123,32.2,-116.8,1123,275.7987148,556,3.726748943,,,0.05744400000000027
308,1159,32.2,-116.6,1159,287.1420046,600,3.6503968239999995,,,0.07940000000000014
309,1195,32.2,-116.4,1195,299.2177591,770,3.49084568,,,0.16422999999999988
310,1231,32.2,-116.2,1231,311.9408836,478,3.677671433,,,0.018521999999999927
311,1267,32.2,-116.0,1267,325.2353685,314,3.830069304,,,-0.06331400000000009
312,1303,32.2,-115.8,1303,339.0339606,649,3.4469740389999997,,,0.10385100000000014
313,1339,32.2,-115.6,1339,353.277548,198,3.9442369939999997,,,-0.1211979999999997
314,1375,32.2,-115.4,1375,367.9144022,452,3.5138084889999996,,,0.005548000000000108
315,1411,32.2,-115.2,1411,382.89937589999994,180,3.881608725,,,-0.13017999999999974
316,1447,32.2,-115.0,1447,398.19311749999997,180,3.8268172739999997,,,-0.13018000000000018
317,1483,32.2,-114.8,1483,413.761337,207,3.7077744010000004,,,-0.11670700000000034
318,1519,32.2,-114.6,1519,429.5741393999999,241,3.594339609,,,-0.09974099999999986
319,1555,32.2,-114.4,1555,445.60543279999996,338,3.40540719,,,-0.05133799999999944
320,1591,32.2,-114.2,1591,461.8324091,237,3.54061389,,,-0.10173700000000041
321,1627,32.2,-114.0,1627,478.2350932,267,,,,
322,8,32.4,-123.0,8,461.6545659,600,,,,
323,44,32.4,-122.8,44,444.96763430000004,600,,,,
324,80,32.4,-122.6,80,428.43970089999993,600,3.2422747610000004,,,0.07940000000000014
325,116,32.4,-122.4,116,412.0899619,600,3.2862384319999998,,,0.07940000000000014
326,152,32.4,-122.2,152,395.9405564,600,3.330648899,,,0.07940000000000014
327,188,32.4,-122.0,188,380.017089,600,3.375261545,,,0.07940000000000014
328,224,32.4,-121.8,224,364.34924639999997,600,3.419975519,,,0.07940000000000014
329,260,32.4,-121.6,260,348.9715222,600,3.4646980760000003,,,0.07940000000000014
330,296,32.4,-121.4,296,333.9240606,600,3.509308577,,,0.07939999999999969
331,332,32.4,-121.2,332,319.2536231,600,3.5536503789999996,,,0.07940000000000014
332,368,32.4,-121.0,368,305.0146743,600,3.597522974,,,0.07940000000000014
333,404,32.4,-120.8,404,291.2705577,600,3.6406719689999996,,,0.07940000000000014
