,field_1,lat,lon,grid_id,EpiDist,VS30,mmimean,thresh1,thresh2,Delta_R
334,440,32.4,-120.6,440,278.09470489999995,600,3.6827802660000004,,,0.07940000000000014
335,476,32.4,-120.4,476,265.5717613,600,3.723457336,,,0.07940000000000014
336,512,32.4,-120.2,512,253.7984424,600,3.762233019,,,0.07939999999999969
337,548,32.4,-120.0,548,242.8838286,600,3.798691273,,,0.07940000000000014
338,584,32.4,-119.8,584,232.9486958,600,3.835139275,,,0.07940000000000014
339,620,32.4,-119.6,620,224.1233784,600,3.8698904510000003,,,0.07940000000000014
340,656,32.4,-119.4,656,216.54364610000002,600,3.9007284639999997,,,0.07939999999999969
341,692,32.4,-119.2,692,210.3442248,600,3.926866055,,,0.07940000000000014
342,728,32.4,-119.0,728,205.6500065,600,3.947505713,,,0.07940000000000014
343,764,32.4,-118.8,764,202.56567990000002,600,3.961855412,,,0.07940000000000014
344,800,32.4,-118.6,800,201.1653201,600,3.969159365,,,0.07940000000000014
345,836,32.4,-118.4,836,201.4840472,600,3.96882391,,,0.07940000000000014
346,872,32.4,-118.2,872,203.5137833,600,3.960674524,,,0.07939999999999969
347,908,32.4,-118.0,908,207.204245,600,3.945178509,,,0.07940000000000014
348,944,32.4,-117.8,944,212.46889930000003,600,3.923435211,,,0.07940000000000014
349,980,32.4,-117.6,980,219.19432909999998,600,3.8969995980000003,,,0.07939999999999969
350,1016,32.4,-117.4,1016,227.2508542,600,3.8671307560000003,,,0.07940000000000014
351,1052,32.4,-117.2,1052,236.50245330000004,600,3.8328931330000002,,,0.07939999999999969
352,1088,32.4,-117.0,1088,246.8147426,419,3.9729244710000002,,,-0.010918999999999901
353,1124,32.4,-116.8,1124,258.0605601,642,3.733576536,,,0.10035799999999995
354,1160,32.4,-116.6,1160,270.12329789999995,438,3.858130455,,,-0.0014380000000002724
355,1196,32.4,-116.4,1196,282.8984339,568,3.689903975,,,0.06343200000000015
356,1232,32.4,-116.2,1232,296.2937904,387,3.830737591,,,-0.026887000000000327
357,1268,32.4,-116.0,1268,310.22899049999995,367,3.8197221760000004,,,-0.03686699999999998
358,1304,32.4,-115.8,1304,324.634474,401,3.733339071,,,-0.019900999999999947
359,1340,32.4,-115.6,1340,339.45032349999997,184,4.024294376,,,-0.12818400000000008
360,1376,32.4,-115.4,1376,354.62505780000004,403,3.589156151,,,-0.018902999999999892
361,1412,32.4,-115.2,1412,370.1144841,217,3.79890275,,,-0.11171700000000007
362,1448,32.4,-115.0,1448,385.88065530000006,197,3.770529747,,,-0.12169700000000017
363,1484,32.4,-114.8,1484,401.89094789999996,221,3.64256382,,,-0.10972099999999996
364,1520,32.4,-114.6,1520,418.1172642,200,3.6367166039999996,,,-0.12020000000000008
365,1556,32.4,-114.4,1556,434.53534840000003,249,3.522398472,,,-0.09574900000000008
366,1592,32.4,-114.2,1592,451.12420639999993,296,3.4378547669999997,,,-0.0722959999999997
367,1628,32.4,-114.0,1628,467.86561560000007,259,,,,
368,9,32.6,-123.0,9,452.0060025,600,,,,
369,45,32.6,-122.8,45,434.9881322,600,,,,
370,81,32.6,-122.6,81,418.10463910000004,600,3.271852493,,,0.07940000000000014
371,117,32.6,-122.4,117,401.3725472,600,3.317682505,,,0.07940000000000014
372,153,32.6,-122.2,153,384.8116725,600,3.36402607,,,0.07940000000000014
373,189,32.6,-122.0,189,368.44516860000004,600,3.410736799,,,0.07940000000000014
374,225,32.6,-121.8,225,352.3001905,600,3.457767487,,,0.07939999999999969
375,261,32.6,-121.6,261,336.40869810000004,600,3.505049229,,,0.07940000000000014
376,297,32.6,-121.4,297,320.8084266,600,3.552485943,,,0.07940000000000014
377,333,32.6,-121.2,333,305.5440481,600,3.599944115,,,0.07939999999999969
378,369,32.6,-121.0,369,290.66854639999997,600,3.6472432610000003,,,0.07940000000000014
379,405,32.6,-120.8,405,276.24480980000004,600,3.69414258,,,0.07940000000000014
380,441,32.6,-120.6,441,262.3474199,600,3.7403254510000004,,,0.07939999999999969
381,477,32.6,-120.4,477,249.06455580000002,600,3.785383701,,,0.07939999999999969
382,513,32.6,-120.2,513,236.49983659999998,600,3.828803301,,,0.07940000000000014
383,549,32.6,-120.0,549,224.77377630000004,600,3.869957209,,,0.07940000000000014
384,585,32.6,-119.8,585,214.0243127,600,3.90883708,,,0.07940000000000014
385,621,32.6,-119.6,621,204.4056208,600,3.948234797,,,0.07940000000000014
386,657,32.6,-119.4,657,196.0842155,600,3.98455739,,,0.07939999999999969
387,693,32.6,-119.2,693,189.2313504,600,4.0160593989999995,,,0.07940000000000014
388,729,32.6,-119.0,729,184.0111976,600,4.041766644,,,0.07939999999999969
389,765,32.6,-118.8,765,180.5654378,600,4.06059742,,,0.07939999999999969
390,801,32.6,-118.6,801,178.9965868,600,4.071185112,,,0.07939999999999969
391,837,32.6,-118.4,837,179.35391040000002,600,4.071969032,,,0.07940000000000014
392,873,32.6,-118.2,873,181.6260394,600,4.062075615,,,0.07940000000000014
393,909,32.6,-118.0,909,185.7427093,600,4.0423383710000005,,,0.07939999999999969
394,945,32.6,-117.8,945,191.585039,600,4.015057564,,,0.07940000000000014
395,981,32.6,-117.6,981,199.0010789,600,3.9836411480000002,,,0.07939999999999969
396,1017,32.6,-117.4,1017,207.8224003,600,3.9533908369999997,,,0.07940000000000014
397,1053,32.6,-117.2,1053,217.8783511,600,3.9443237780000002,,,0.07940000000000014
398,1089,32.6,-117.0,1089,229.0063122,464,4.16798687,,,0.01153599999999999
399,1125,32.6,-116.8,1125,241.0578295,762,3.7505056860000003,,,0.1602380000000001
400,1161,32.6,-116.6,1161,253.901385,520,3.8022010330000002,,,0.03948000000000018
401,1197,32.6,-116.4,1197,267.4228412,327,3.9834039210000003,,,-0.05682700000000018
402,1233,32.6,-116.2,1233,281.5244913,328,3.965985298,,,-0.05632799999999971
403,1269,32.6,-116.0,1269,296.1234105,618,3.655768156,,,0.08838199999999974
404,1305,32.6,-115.8,1305,311.1495621,395,3.842406988,,,-0.02289500000000011
405,1341,32.6,-115.6,1341,326.5439215,180,4.105953217,,,-0.13017999999999974
406,1377,32.6,-115.4,1377,342.2567545,203,3.888378382,,,-0.118703
407,1413,32.6,-115.2,1413,358.2461042,201,3.8023123739999996,,,-0.11970100000000006
408,1449,32.6,-115.0,1449,374.4764968,213,3.692477942,,,-0.11371300000000018
409,1485,32.6,-114.8,1485,390.917854,215,3.5332424639999997,,,-0.11271500000000012
410,1521,32.6,-114.6,1521,407.54458680000005,216,3.3990101810000004,,,-0.1122160000000001
411,1557,32.6,-114.4,1557,424.33484730000004,283,3.3836193089999997,,,-0.07878300000000005
412,1593,32.6,-114.2,1593,441.26991069999997,302,3.416112661,,,-0.06930199999999997
413,1629,32.6,-114.0,1629,458.33366689999997,346,,,,
414,10,32.8,-123.0,10,443.25629110000006,600,,,,
415,46,32.8,-122.8,46,425.9289858,600,,,,
416,82,32.8,-122.6,82,408.71122149999997,600,3.299243212,,,0.07940000000000014
417,118,32.8,-122.4,118,391.6175148,600,3.346870899,,,0.07940000000000014
418,154,32.8,-122.2,154,374.66491410000003,600,3.395084143,,,0.07939999999999969
419,190,32.8,-122.0,190,357.8735403,600,3.443877697,,,0.07939999999999969
420,226,32.8,-121.8,226,341.26725960000005,600,3.4932334419999997,,,0.07940000000000014
421,262,32.8,-121.6,262,324.8745235,600,3.543115377,,,0.07940000000000014
422,298,32.8,-121.4,298,308.72941549999996,600,3.593463182,,,0.07940000000000014
423,334,32.8,-121.2,334,292.8729562,600,3.644181728,,,0.07940000000000014
424,370,32.8,-121.0,370,277.3547204,600,3.695128918,,,0.07940000000000014
425,406,32.8,-120.8,406,262.2348227,600,3.746097803,,,0.07939999999999969
426,442,32.8,-120.6,442,247.58631359999998,600,3.796795607,,,0.07940000000000014
427,478,32.8,-120.4,478,233.4979872,600,3.8468194010000003,,,0.07939999999999969
428,514,32.8,-120.2,514,220.0775079,600,3.8956320289999997,,,0.07940000000000014
429,550,32.8,-120.0,550,207.45458200000002,600,3.942543745,,,0.07939999999999969
430,586,32.8,-119.8,586,195.78358590000002,600,3.98671031,,,0.07940000000000014
431,622,32.8,-119.6,622,185.24457780000003,600,4.02928257,,,0.07940000000000014
432,658,32.8,-119.4,658,176.0410233,600,4.072433949,,,0.07940000000000014
433,694,32.8,-119.2,694,168.39207119999998,600,4.111326695,,,0.07940000000000014
434,730,32.8,-119.0,730,162.5174042,600,4.144770145,,,0.07940000000000014
435,766,32.8,-118.8,766,158.6143128,600,4.1717271810000005,,,0.07940000000000014
436,802,32.8,-118.6,802,156.8300829,600,4.189998627,,,0.07939999999999969
437,838,32.8,-118.4,838,157.2368686,600,4.194945812,,,0.07940000000000014
438,874,32.8,-118.2,874,159.8179388,600,4.182302952,,,0.07940000000000014
439,910,32.8,-118.0,910,164.47095190000002,600,4.154352665,,,0.07940000000000014
440,946,32.8,-117.8,946,171.02686509999998,600,4.117156982,,,0.07940000000000014
441,982,32.8,-117.6,982,179.2770178,600,4.0742363930000005,,,0.07940000000000014
442,1018,32.8,-117.4,1018,188.9996425,600,4.044863224,,,0.07940000000000014
443,1054,32.8,-117.2,1054,199.9800554,453,3.898584604,,,0.0060469999999996915
444,1090,32.8,-117.0,1090,212.02289100000002,446,4.590081215,,,0.002553999999999945
445,1126,32.8,-116.8,1126,224.9575464,660,3.733469725,,,0.10933999999999999
446,1162,32.8,-116.6,1162,238.639007,680,3.6385447980000003,,,0.11931999999999965
447,1198,32.8,-116.4,1198,252.94607480000002,690,3.649924517,,,0.12430999999999992
448,1234,32.8,-116.2,1234,267.7784434,703,3.6588485239999997,,,0.13079700000000027
449,1270,32.8,-116.0,1270,283.053495,563,3.85071826,,,0.06093700000000002
450,1306,32.8,-115.8,1306,298.70327119999996,235,4.179461002,,,-0.10273500000000002
451,1342,32.8,-115.6,1342,314.6718141,220,4.117826462,,,-0.11022000000000043
452,1378,32.8,-115.4,1378,330.91292460000005,268,3.483161449,,,-0.08626800000000001
453,1414,32.8,-115.2,1414,347.38831949999997,242,3.73007226,,,-0.09924199999999983
454,1450,32.8,-115.0,1450,364.06613619999996,374,3.429210663,,,-0.03337399999999979
455,1486,32.8,-114.8,1486,380.91972999999996,367,3.274103165,,,-0.03686699999999998
456,1522,32.8,-114.6,1522,397.92670830000003,300,3.0206527710000004,,,-0.07030000000000003
457,1558,32.8,-114.4,1558,415.068158,560,3.046138763,,,0.05944000000000038
458,1594,32.8,-114.2,1594,432.3280244,414,3.282703638,,,-0.013414000000000037
459,1630,32.8,-114.0,1630,449.6926121,321,,,,
460,11,33.0,-123.0,11,435.4597246,600,,,,
461,47,33.0,-122.8,47,417.8501721,600,,,,
462,83,33.0,-122.6,83,400.3258558,600,3.3242249489999995,,,0.07940000000000014
463,119,33.0,-122.4,119,382.898549,600,3.3734548089999996,,,0.07940000000000014
464,155,33.0,-122.2,155,365.5821952,600,3.423463583,,,0.07940000000000014
465,191,33.0,-122.0,191,348.3934085,600,3.4742767810000004,,,0.07940000000000014
466,227,33.0,-121.8,227,331.35211119999997,600,3.525912285,,,0.07939999999999969
467,263,33.0,-121.6,263,314.4823499,600,3.5783762930000003,,,0.07940000000000014
468,299,33.0,-121.4,299,297.8133443,600,3.6316576,,,0.07940000000000014
469,335,33.0,-121.2,335,281.38084310000005,600,3.685716867,,,0.07940000000000014
470,371,33.0,-121.0,371,265.2288752,600,3.740472555,,,0.07940000000000014
471,407,33.0,-120.8,407,249.412015,600,3.7957792280000002,,,0.07940000000000014
472,443,33.0,-120.6,443,233.9982912,600,3.8514006139999997,,,0.07940000000000014
473,479,33.0,-120.4,479,219.07287630000002,600,3.90697217,,,0.07939999999999969
474,515,33.0,-120.2,515,204.742651,600,3.9619655610000004,,,0.07940000000000014
475,551,33.0,-120.0,551,191.1415886,600,4.015657425,,,0.07940000000000014
476,587,33.0,-119.8,587,178.4365617,600,4.067119598000001,,,0.07940000000000014
477,623,33.0,-119.6,623,166.8324598,600,4.115291119,,,0.07940000000000014
478,659,33.0,-119.4,659,156.574299,600,4.16388607,,,0.07939999999999969
479,695,33.0,-119.2,695,147.942365,600,4.212684155,,,0.07939999999999969
480,731,33.0,-119.0,731,141.2351804,600,4.25747633,,,0.07940000000000058
481,767,33.0,-118.8,767,136.736304,600,4.298899651,,,0.07939999999999969
482,803,33.0,-118.6,803,134.66725659999997,600,4.336647033999999,,,0.07939999999999969
483,839,33.0,-118.4,839,135.13969709999998,600,4.358623982,,,0.07940000000000058
484,875,33.0,-118.2,875,138.12754819999998,600,4.339045525,,,0.07939999999999969
485,911,33.0,-118.0,911,143.4737346,600,4.2897076610000004,,,0.07940000000000058
486,947,33.0,-117.8,947,150.9278333,600,4.238665581,,,0.07939999999999969
487,983,33.0,-117.6,983,160.19583799999998,600,4.18362093,,,0.07940000000000014
488,1019,33.0,-117.4,1019,170.98300680000003,600,4.0528912539999995,,,0.07940000000000014
489,1055,33.0,-117.2,1055,183.02088369999998,316,4.4383378030000005,,,-0.06231600000000004
490,1091,33.0,-117.0,1091,196.0792094,669,4.033123016,,,0.1138309999999998
491,1127,33.0,-116.8,1127,209.96763470000002,605,3.748565435,,,0.08189499999999983
492,1163,33.0,-116.6,1163,224.53212819999996,710,3.529225349,,,0.13429000000000002
493,1199,33.0,-116.4,1199,239.6494097,548,3.639005899,,,0.05345199999999961
494,1235,33.0,-116.2,1235,255.2212186,433,3.859978437,,,-0.003932999999999964
495,1271,33.0,-116.0,1271,271.1692099,689,3.730053902,,,0.1238109999999999
496,1307,33.0,-115.8,1307,287.43071860000003,442,4.0937800410000005,,,0.0005579999999998364
497,1343,33.0,-115.6,1343,303.95537410000003,228,4.196117878,,,-0.10622800000000021
498,1379,33.0,-115.4,1379,320.7024448,229,3.905040979,,,-0.10572900000000018
499,1415,33.0,-115.2,1415,337.6387788,249,3.8151249889999996,,,-0.09574899999999964
500,1451,33.0,-115.0,1451,354.7372101,422,3.549705505,,,-0.009422000000000263
501,1487,33.0,-114.8,1487,371.97532689999997,399,3.4338059430000003,,,-0.020899
502,1523,33.0,-114.6,1523,389.3345153,345,3.381339073,,,-0.04784500000000014
503,1559,33.0,-114.4,1559,406.7992156,318,3.430182934,,,-0.061317999999999984
504,1595,33.0,-114.2,1595,424.3563393999999,358,3.394888163,,,-0.04135800000000023
505,1631,33.0,-114.0,1631,441.99481119999996,694,,,,
506,12,33.2,-123.0,12,428.6684226,600,,,,
507,48,33.2,-122.8,48,410.80964589999996,600,,,,
508,84,33.2,-122.6,84,393.0131904,600,3.346398115,,,0.07940000000000014
509,120,33.2,-122.4,120,375.2879939,600,3.397107601,,,0.07939999999999969
510,156,33.2,-122.2,156,357.6447229,600,3.44878912,,,0.07939999999999969
511,192,33.2,-122.0,192,340.0961994,600,3.501502037,,,0.07939999999999969
512,228,33.2,-121.8,228,322.65795430000003,600,3.555306196,,,0.07940000000000014
513,264,33.2,-121.6,264,305.3489531,600,3.6102597710000004,,,0.07940000000000014
514,300,33.2,-121.4,300,288.1925548,600,3.666413307,,,0.07939999999999969
515,336,33.2,-121.2,336,271.2177912,600,3.723803043,,,0.07940000000000014
516,372,33.2,-121.0,372,254.46108470000001,600,3.7824347019999998,,,0.07940000000000014
517,408,33.2,-120.8,408,237.96857319999998,600,3.842260361,,,0.07940000000000014
518,444,33.2,-120.6,444,221.7992682,600,3.903138399,,,0.07940000000000014
519,480,33.2,-120.4,480,206.0293479,600,3.9647824760000003,,,0.07939999999999969
520,516,33.2,-120.2,516,190.75795549999998,600,4.026705742,,,0.07940000000000014
521,552,33.2,-120.0,552,176.1148895,600,4.088181018999999,,,0.07939999999999969
522,588,33.2,-119.8,588,162.2703994,600,4.148240089,,,0.07940000000000014
523,624,33.2,-119.6,624,149.44664530000003,600,4.205711365,,,0.07939999999999969
524,660,33.2,-119.4,660,137.92868149999998,600,4.260009289,,,0.07940000000000058
525,696,33.2,-119.2,696,128.06935249999998,600,4.318324566,,,0.07939999999999969
526,732,33.2,-119.0,732,120.27727659999998,600,4.377273083,,,0.07940000000000058
527,768,33.2,-118.8,768,114.9735669,600,4.437834263,,,0.07940000000000058
528,804,33.2,-118.6,804,112.51069820000001,600,4.515689373,,,0.07939999999999969
529,840,33.2,-118.4,840,113.07446100000001,600,4.639953613,,,0.07940000000000058
530,876,33.2,-118.2,876,116.6209679,600,4.572045803,,,0.07939999999999969
531,912,33.2,-118.0,912,122.89224320000001,600,4.44073534,,,0.07940000000000058
532,948,33.2,-117.8,948,131.49900359999998,600,4.379089356000001,,,0.07939999999999969
533,984,33.2,-117.6,984,142.0172365,600,4.362451077,,,0.07940000000000058
534,1020,33.2,-117.4,1020,154.0558834,600,4.754598141000001,,,0.07940000000000014
535,1056,33.2,-117.2,1056,167.2869802,708,4.682250023,,,0.13329199999999997
536,1092,33.2,-117.0,1092,181.4498145,649,4.252472878,,,0.10385100000000014
537,1128,33.2,-116.8,1128,196.3428148,710,3.8981680869999997,,,0.13429000000000002
538,1164,33.2,-116.6,1164,211.81196830000002,685,3.6976730819999997,,,0.12181499999999978
539,1200,33.2,-116.4,1200,227.73984810000002,709,3.6535718439999996,,,0.133791
540,1236,33.2,-116.2,1236,244.03659580000001,511,3.832623005,,,0.03498899999999994
541,1272,33.2,-116.0,1272,260.6329722,465,3.955067873,,,0.012035000000000018
542,1308,33.2,-115.8,1308,277.47516129999997,600,3.915449143,,,0.07939999999999969
543,1344,33.2,-115.6,1344,294.5209381,248,4.467284679,,,-0.09624800000000011
544,1380,33.2,-115.4,1380,311.73684910000003,294,4.079720497,,,-0.07329400000000019
545,1416,33.2,-115.2,1416,329.0961353,710,3.420147657,,,0.13429000000000002
546,1452,33.2,-115.0,1452,346.57719289999994,442,3.60813427,,,0.0005579999999998364
547,1488,33.2,-114.8,1488,364.1624252,480,3.3650050160000005,,,0.019520000000000426
548,1524,33.2,-114.6,1524,381.8373778,415,3.3812632560000004,,,-0.01291500000000001
549,1560,33.2,-114.4,1560,399.5900832,361,3.435237646,,,-0.0398609999999997
550,1596,33.2,-114.2,1596,417.41055839999996,516,3.2646811010000003,,,0.03748400000000007
551,1632,33.2,-114.0,1632,435.29041730000006,302,,,,
552,13,33.4,-123.0,13,422.9309259,600,,,,
553,49,33.4,-122.8,49,404.8616946,600,,,,
554,85,33.4,-122.6,85,386.83418670000003,600,3.365483046,,,0.07940000000000014
555,121,33.4,-122.4,121,368.85459289999994,600,3.417505264,,,0.07940000000000014
556,157,33.4,-122.2,157,350.93035110000005,600,3.4706830980000003,,,0.07940000000000014
557,193,33.4,-122.0,193,333.0704707,600,3.5251121519999997,,,0.07940000000000014
558,229,33.4,-121.8,229,315.28596289999996,600,3.5808989999999996,,,0.07939999999999969
559,265,33.4,-121.6,265,297.59041410000003,600,3.638160229,,,0.07940000000000014
560,301,33.4,-121.4,301,280.0007643,600,3.697022915,,,0.07940000000000014
561,337,33.4,-121.2,337,262.5383724,600,3.757619381,,,0.07940000000000014
562,373,33.4,-121.0,373,245.23049840000002,600,3.820075989,,,0.07939999999999969
563,409,33.4,-120.8,409,228.11238959999997,600,3.8844861980000003,,,0.07940000000000014
564,445,33.4,-120.6,445,211.230259,600,3.95085454,,,0.07940000000000014
565,481,33.4,-120.4,481,194.6455894,600,4.019009113,,,0.07939999999999969
566,517,33.4,-120.2,517,178.44141090000002,600,4.088496685,,,0.07939999999999969
567,553,33.4,-120.0,553,162.731497,600,4.158530235,,,0.07940000000000014
568,589,33.4,-119.8,589,147.673744,600,4.228089333,,,0.07939999999999969
569,625,33.4,-119.6,625,133.4890946,600,4.296174526000001,,,0.07939999999999969
570,661,33.4,-119.4,661,120.48637409999999,600,4.361742973,,,0.06903302399999944
571,697,33.4,-119.2,697,109.0890967,600,4.426048756,,,-0.05610528199999898
572,733,33.4,-119.0,733,99.84859653,600,4.4982242580000005,,,-0.07939999999999969
573,769,33.4,-118.8,769,93.40721224,600,4.696913718999999,,,0.07940000000000058
574,805,33.4,-118.6,805,90.36554049,600,4.825601578000001,,,0.07940000000000058
575,841,33.4,-118.4,841,91.06489537,715,4.729985237,,,0.1367849999999997
576,877,33.4,-118.2,877,95.42305593,600,4.693306923,,,0.07939999999999969
577,913,33.4,-118.0,913,102.9765077,600,4.525753021,,,-0.0009366019999994535
578,949,33.4,-117.8,949,113.08675490000002,600,4.503067017,,,0.07939999999999969
579,985,33.4,-117.6,985,125.1355679,413,4.88645649,,,-0.013913000000000508
580,1021,33.4,-117.4,1021,138.6183211,520,4.554219723,,,0.03948000000000018
581,1057,33.4,-117.2,1057,153.1567383,700,4.621213913,,,0.1293000000000002
582,1093,33.4,-117.0,1093,168.47770480000003,705,4.147524357,,,0.13179499999999988
583,1129,33.4,-116.8,1129,184.38620319999998,652,3.926178455,,,0.10534800000000022
584,1165,33.4,-116.6,1165,200.7425466,692,3.790095568,,,0.12530799999999997
585,1201,33.4,-116.4,1201,217.44564259999999,694,3.795690537,,,0.12630599999999959
586,1237,33.4,-116.2,1237,234.42132599999997,659,3.8361043930000003,,,0.10884099999999997
587,1273,33.4,-116.0,1273,251.61437310000002,600,3.995829105,,,0.07940000000000014
588,1309,33.4,-115.8,1309,268.9830477,347,4.418762684,,,-0.04684700000000008
589,1345,33.4,-115.6,1345,286.4953501,352,4.3030905719999994,,,-0.04435199999999995
590,1381,33.4,-115.4,1381,304.12640960000004,447,3.988730192,,,0.0030529999999999724
591,1417,33.4,-115.2,1417,321.8566494,437,3.8044044969999997,,,-0.0019369999999998555
592,1453,33.4,-115.0,1453,339.6704771,442,3.639844179,,,0.0005579999999998364
593,1489,33.4,-114.8,1489,357.5553372,401,3.392243385,,,-0.019900999999999947
594,1525,33.4,-114.6,1525,375.50101760000007,304,3.4695904260000003,,,-0.06830399999999992
595,1561,33.4,-114.4,1561,393.49913389999995,336,3.47153163,,,-0.05233599999999994
596,1597,33.4,-114.2,1597,411.5427432,316,3.50705123,,,-0.062315999999999594
597,1633,33.4,-114.0,1633,429.62604960000004,525,,,,
598,14,33.6,-123.0,14,418.29071380000005,600,,,,
599,50,33.6,-122.8,50,400.0551722,600,,,,
600,86,33.6,-122.6,86,381.84400719999996,600,3.381216049,,,0.07940000000000014
601,122,33.6,-122.4,122,363.6609556,600,3.434339047,,,0.07939999999999969
602,158,33.6,-122.2,158,345.51053039999994,600,3.4887816910000002,,,0.07940000000000014
603,194,33.6,-122.0,194,327.3982325,600,3.544676542,,,0.07939999999999969
604,230,33.6,-121.8,230,309.33083419999997,600,3.602178574,,,0.07940000000000014
605,266,33.6,-121.6,266,291.3167646,600,3.661469936,,,0.07940000000000014
606,302,33.6,-121.4,302,273.3666417,600,3.7227654460000004,,,0.07940000000000014
607,338,33.6,-121.2,338,255.4940191,600,3.7863180639999996,,,0.07939999999999969
608,374,33.6,-121.0,374,237.7164534,600,3.8524174689999997,,,0.07939999999999969
609,410,33.6,-120.8,410,220.05705919999997,600,3.9213695530000003,,,0.07939999999999969
610,446,33.6,-120.6,446,202.5468237,600,3.993415117,,,0.07939999999999969
611,482,33.6,-120.4,482,185.22812869999998,600,4.068550587,,,0.07940000000000014
612,518,33.6,-120.2,518,168.16024040000002,600,4.146257877,,,0.07940000000000014
613,554,33.6,-120.0,554,151.4280656,600,4.22530508,,,0.07939999999999969
614,590,33.6,-119.8,590,135.1564194,600,4.304020882,,,0.07939999999999969
615,626,33.6,-119.6,626,119.53359409999999,600,4.381679535,,,0.07939999999999969
616,662,33.6,-119.4,662,104.85009000000001,600,4.46029377,,,-0.07939999999999969
617,698,33.6,-119.2,698,91.55901901,600,4.673532009,,,0.007393625999998932
618,734,33.6,-119.0,734,80.35438874,600,4.843966007,,,0.039769705999999516
619,770,33.6,-118.8,770,72.2140579,600,5.0069952010000005,,,0.07939999999999969
620,806,33.6,-118.6,806,68.24357682,600,5.08801508,,,0.07939999999999969
621,842,33.6,-118.4,842,69.16485206,600,5.032816887,,,0.07709864799999977
622,878,33.6,-118.2,878,74.79734373,600,4.84190321,,,-0.07940000000000058
623,914,33.6,-118.0,914,84.20083318,600,4.544907093,,,-0.07939999999999969
624,950,33.6,-117.8,950,96.27660218,466,5.077889442,,,0.012533999999999601
625,986,33.6,-117.6,986,110.149198,430,5.029839993,,,-0.00543000000000049
626,1022,33.6,-117.4,1022,125.2228196,703,4.676859379,,,0.13079700000000027
627,1058,33.6,-117.2,1058,141.1130639,643,4.59319973,,,0.10085699999999953
628,1094,33.6,-117.0,1094,157.5730199,642,4.022243023,,,0.1003579999999995
629,1130,33.6,-116.8,1130,174.44143789999998,662,3.9282720089999996,,,0.11033800000000005
630,1166,33.6,-116.6,1166,191.610416,453,4.1452841760000005,,,0.0060469999999996915
631,1202,33.6,-116.4,1202,209.0058411,680,3.9554951189999996,,,0.11931999999999965
632,1238,33.6,-116.2,1238,226.575504,228,4.402990818,,,-0.10622799999999977
633,1274,33.6,-116.0,1274,244.2817528,461,4.281070709,,,0.010039000000000353
634,1310,33.6,-115.8,1310,262.0968469,710,3.8994696139999996,,,0.13429000000000002
635,1346,33.6,-115.6,1346,279.99995,447,4.101210117,,,0.0030529999999999724
636,1382,33.6,-115.4,1382,297.9751374,710,3.632271528,,,0.13429000000000002
637,1418,33.6,-115.2,1418,316.010046,352,3.845244885,,,-0.04435199999999995
638,1454,33.6,-115.0,1454,334.0949415,295,3.712975979,,,-0.07279500000000017
639,1490,33.6,-114.8,1490,352.2220611,311,3.607432365,,,-0.06481100000000017
640,1526,33.6,-114.6,1526,370.38514130000004,222,3.745677471,,,-0.10922199999999993
641,1562,33.6,-114.4,1562,388.5790755,493,3.270704508,,,0.02600699999999989
642,1598,33.6,-114.2,1598,406.7996595,307,3.5282073019999998,,,-0.06680699999999984
643,1634,33.6,-114.0,1634,425.0434012,900,,,,
644,15,33.8,-123.0,15,414.7847285,600,,,,
645,51,33.8,-122.8,51,396.4317182,600,,,,
646,87,33.8,-122.6,87,378.0898524,600,3.3933622839999997,,,0.07940000000000014
647,123,33.8,-122.4,123,359.7609111,600,3.4473302360000004,,,0.07939999999999969
648,159,33.8,-122.2,159,341.44705120000003,600,3.502752543,,,0.07940000000000014
649,195,33.8,-122.0,195,323.1509127,600,3.559796095,,,0.07939999999999969
650,231,33.8,-121.8,231,304.8757622,600,3.6186652180000003,,,0.07939999999999969
651,267,33.8,-121.6,267,286.62569069999995,600,3.679612398,,,0.07940000000000014
652,303,33.8,-121.4,303,268.4058907,600,3.7429528239999996,,,0.07940000000000014
653,339,33.8,-121.2,339,250.223052,600,3.809084892,,,0.07939999999999969
654,375,33.8,-121.0,375,232.0859393,600,3.878519774,,,0.07940000000000014
655,411,33.8,-120.8,411,214.0062569,600,3.951904535,,,0.07940000000000014
656,447,33.8,-120.6,447,195.9999767,600,4.029947281,,,0.07940000000000014
657,483,33.8,-120.4,483,178.08944350000002,600,4.113056183,,,0.07940000000000014
658,519,33.8,-120.2,519,160.306833,600,4.200567722,,,0.07940000000000014
659,555,33.8,-120.0,555,142.70005680000003,600,4.289848328,,,0.07939999999999969
660,591,33.8,-119.8,591,125.3433156,600,4.376055718,,,0.07939999999999969
661,627,33.8,-119.6,627,108.35691070000001,600,4.4541192060000006,,,-0.016922743999998602
662,663,33.8,-119.4,663,91.94640471,600,4.691573143,,,0.05363955400000009
663,699,33.8,-119.2,699,76.48348198,600,4.939789295,,,0.07940000000000058
664,735,33.8,-119.0,735,62.67355947,600,5.1693344119999995,,,0.07939999999999969
665,771,33.8,-118.8,771,51.8546506,600,5.371680737,,,0.07940000000000058
666,807,33.8,-118.6,807,46.17918292,600,5.586843967,,,0.07940000000000058
667,843,33.8,-118.4,843,47.52697776,253,6.009242535,,,-0.09375299999999953
668,879,33.8,-118.2,879,55.38767325,228,5.8034420010000005,,,-0.10622799999999977
