,lat,lon
0,34.213,-121.966995449
1,36.500500629,-120.960322789
2,37.4480144135,-118.53
3,36.500500629,-116.099677211
4,34.213,-115.093004551
5,31.925499371,-116.099677211
6,30.9779855865,-118.53
7,31.925499371,-120.960322789
