,network,station,latitude,longitude,site_term
1836,NC,C041,37.375698,-121.82608799999998,0.17938495076079133
1837,NC,C046,37.35363,-121.88253799999998,0.418616528140406
1838,NC,C054,37.271191,-121.824417,-0.09339315481604593
1839,NC,C072,37.285805,-121.75589,0.0270150025663275
1840,NC,CBSB,37.817783,-121.641296,0.3414286693411017
1841,NC,HLO,36.90242,-121.29919,0.21505108409381526
1842,NC,HSFB,36.81855,-121.50349,-0.2008650308679716
1843,NC,J054,37.246849,-121.824806,0.10802986739575048
1844,NC,J055,37.39999,-121.922073,0.3953865418429371
1845,NC,J058,36.998039,-121.827271,0.09683534022194842
1846,NC,MCO,37.618992,-118.862953,-0.1896311069237596
1847,NC,NAD,38.46,-121.97,0.2950654276786914
1848,NN,PIO,37.947201,-114.491402,-0.3141361981078297
1849,NN,R11B,38.3489,-115.585403,0.03573188722149044
1850,NN,SJC,38.349098,-119.440002,0.94447623578505
1851,NN,TVH1,38.457401,-118.7658,0.28826190907872723
1852,NP,1865,36.88311,-121.3908,0.28274038700984594
1853,NP,2027,39.52268,-118.53061,0.3654017150996124
1854,NP,5413,32.86157,-115.52688,0.16235241469620088
1855,NP,5419,35.649059,-117.661873,-0.6940800818369901
1856,NP,5482,32.73717,-115.99438,0.26066514032926136
1857,NP,5489,32.65876,-116.09995,-0.16322463268764004
1858,NP,5491,32.82288,-116.529307,0.3811766217467804
1859,NP,5494,32.95861,-116.57937,-0.11199746656152364
1860,NP,5495,33.233259999999994,-116.7602,0.20329643323136126
1861,NP,5496,33.28842,-116.96169,-0.14161970919439545
1862,NP,5498,33.87316,-117.12102,-0.1836569524115406
1863,NP,7223,37.100269,-113.565643,-0.16704412673181568
1864,NP,KIR,38.05513,-121.458206,0.7799888848574571
1865,WR,CKR,38.314,-121.492,0.4676419388449721
1866,WR,FRI,36.992001,-119.708,-0.19150687075524014
1867,WR,PAST,34.905840000000005,-118.781901,-0.010514504515660977
1868,WR,SAQ,37.04583,-120.948502,0.3180941587418989
1869,WR,SCK,37.183334,-121.070168,0.08902463906682907
1870,BK,BUCR,37.6733,-120.1496,0.026531261344177628
1871,NC,BJF,36.29283,-121.40327,0.4222093888819757
1872,NC,BTV,36.455281,-121.057975,0.060140492397305324
1873,NC,MBUB,37.55932,-120.07555,0.03371660403662722
1874,CI,EMS,32.73921,-114.98521,0.2787014830467965
1875,NC,BHW,36.38445,-121.3781,0.12210951691658985
1876,NC,BKC,36.5802,-121.62623,0.1630332722955947
1877,NC,BPV,36.70522,-121.25906,0.23247860770373646
1878,NC,PBC,36.32026,-120.95414,0.10758516605821232
1879,NP,5272,32.7081,-115.09256,0.3774709666088388
1880,NC,HBH,36.88338,-121.4905,0.1703899621540434
1881,NC,MSVB,38.229962,-120.614163,0.18806792846258485
1882,CE,57011,37.6659,-121.0367,0.7892743662396046
1883,CI,NWH,33.733138000000004,-117.751087,0.08043044283426701
1884,NC,HES,36.85173,-121.7421,0.02162988559115777
1885,NP,1576,37.56957,-118.75278,-0.5661937686822199
1886,BK,WINE,36.670213,-119.907716,0.09724836158464308
1887,CE,43080,36.9962,-117.3662,0.2809895596035169
1888,CE,47567,36.8076,-121.7789,0.1381048567473536
1889,CE,57203,37.0355,-121.5714,0.04277060071856128
1890,CI,CPO,32.64266,-116.48514,0.08002930382648928
1891,CI,Q0008,33.38493,-117.246674,0.8667382760215797
1892,NC,BPS,36.30537,-121.8991,-0.36564552347304063
1893,NC,H002,36.87709,-121.647385,0.10080335907482416
1894,NN,RYN,38.628101,-118.522301,0.4935459653822873
1895,NP,MOD,37.620201,-121.122284,1.2786833369580335
1896,BK,HATC,40.816,-121.461,0.8969211528256068
1897,BK,RUSS,38.54465,-121.86743,0.30122806027419546
1898,BK,SFRE,39.25655,-121.32278,0.059859757528892776
1899,BK,WELL,38.43847,-120.7241,0.1833918981781766
1900,CE,12284,33.762,-116.406,0.2273074637013914
1901,CE,12549,33.964,-116.564,0.196728508874248
1902,CE,12550,33.774,-116.303,0.36672284333762095
1903,CE,13439,33.659,-117.774,1.0312647452188457
1904,CE,13441,33.66,-117.775,0.26414969102042546
1905,CE,13611,33.755,-117.833,0.2788431240313302
1906,CE,13635,33.976,-117.381,-0.03942744185096606
1907,CE,13702,33.979,-117.374,0.17576786939711164
1908,CE,21514,34.166,-115.904,0.193769700324706
1909,CE,23416,34.032,-117.608,0.5891481739906776
1910,CE,23481,34.056,-117.179,0.10012579044182
1911,CE,23554,34.103,-117.289,0.05517890072829265
1912,CE,23634,34.132,-117.322,1.1610596622629898
1913,CE,23836,34.114000000000004,-117.851,-0.09730529277479102
1914,CE,24198,34.24,-118.565,0.7945937047717038
1915,CE,24249,34.058,-118.209,0.6825274872486718
1916,CE,24270,34.705,-118.427,-0.5627414864447515
1917,CE,24288,34.056,-118.252,0.3944303078210016
1918,CE,24293,34.738,-118.218,0.2567570812129784
1919,CE,24344,34.398,-118.554,0.16086012830811872
1920,CE,24454,34.136,-118.126,1.0847144483641762
1921,CE,24474,34.739000000000004,-118.215,0.2098837773622987
1922,CE,24541,34.146,-118.148,-0.09428740513819901
1923,CE,24552,34.3329,-118.5084,-0.2460871154363649
1924,CE,24571,34.146,-118.144,0.3659600667006277
1925,CE,24579,34.044000000000004,-118.262,0.5769205499139427
1926,CE,24580,34.052,-118.172,0.2423578772513218
1927,CE,24581,34.049,-118.259,0.18089422234238384
1928,CE,24602,34.051,-118.259,0.8392162369289705
1929,CE,24648,34.157,-118.487,0.6186708447301724
1930,CE,24812,34.108000000000004,-118.264,-0.02938786738232908
1931,CE,24M06,34.577,-118.385,0.8928640443457582
1932,CE,24M08,34.045,-118.26,0.4008214138405802
1933,CE,25339,34.276,-119.293,0.2331043046791005
1934,CE,34482,35.347,-118.873,-0.5046575753538941
1935,CE,35409,35.147,-119.46,-0.3557499568699549
1936,CE,35483,35.4292,-119.0559,-0.0956121230318665
1937,CE,35491,35.3789,-119.0217,-0.10621991417332967
1938,CE,54361,37.052,-118.221,-0.3599347974085314
1939,NC,C002,37.558453,-122.034508,0.2297272152300735
1940,NC,C017,37.506489,-121.926201,0.2560792968759662
1941,NC,C045,37.749619,-121.96196,0.2756807698403781
1942,NC,C048,37.575089,-121.991661,-0.0007745943610873625
1943,NC,C059,37.342571,-121.772369,-0.04779714938879246
1944,NC,C067,37.976093,-122.289551,0.16838311065084738
1945,NC,C068,37.644638,-122.074051,0.048849293557441886
1946,NC,C069,37.647751,-121.896057,0.2690617094399841
1947,NC,CBP,37.74766500000001,-121.708427,0.020817943488811188
1948,NC,CML,37.477551,-121.652977,-0.1404268426787676
1949,NC,CMOB,37.810417,-121.802719,0.1252795905962232
1950,NC,CPI,37.988903,-122.215607,0.14704134420517692
1951,NC,CVL,37.623592,-121.836411,0.12855061690954606
1952,NC,HMOB,36.599346,-121.918144,-0.14095128003991125
1953,NC,J006,37.356853,-122.101967,0.13312462608171255
1954,NC,J032,37.631451,-122.414993,0.10931562395027734
1955,NC,J033,37.452854,-122.195824,0.11873993706031265
1956,NC,J037,37.536282,-122.237541,0.3361297617523345
1957,NC,J040,37.804688,-122.434738,0.2500505802679865
1958,NC,J045,37.523643,-122.301033,-0.24973991865708764
1959,NC,J048,37.193752,-122.018761,0.025172429809083786
1960,NC,J062,37.562637,-122.265808,0.17800105206703642
1961,NC,J065,37.34322,-122.051247,0.1885882580472105
1962,NC,LDH,40.512,-121.582,0.5056070329135579
1963,NC,NHC,38.21748,-122.357674,0.3390192785808551
1964,NC,NLH,38.122814,-122.149216,0.12726795303396138
1965,NC,NMK,38.2813,-122.08312,0.17000005417968764
1966,NN,CF02,39.190601,-119.741798,-0.03590818301277612
1967,NN,MPK,39.292801,-120.0364,0.2130717777880493
1968,NN,NOAA,39.5681,-119.795799,0.5581428176096247
1969,NN,SAG5,39.426399,-120.311897,0.7962216220405276
1970,NN,SKYF,39.482498,-119.834,0.05848991712536094
1971,NN,ZPR,39.0131,-119.937599,0.2507104052432853
1972,NP,1691,37.92657,-122.07853,0.2320249549170599
1973,NP,1765,38.33046,-122.31845,0.3322781046032887
1974,NP,1767,38.441,-122.705,0.33525101436024163
1975,NP,1769,38.25536,-121.95715,0.2841909331656013
1976,NP,1803,37.717369,-121.727005,0.16125981028077466
1977,NP,1836,37.691692,-122.169823,0.2758266130526487
1978,NP,1853,37.4462,-122.15068,0.1464287760370004
1979,NP,1863,37.666656,-121.857147,0.16331650092450062
1980,NP,ELK,38.373493,-121.362129,0.5268393110152657
1981,WR,BKW,39.769165,-120.435501,0.18549707141396526
1982,WR,HUF,40.044,-120.885,0.3627285284441082
1983,CE,57195,37.975,-121.314,0.11109697908750657
1984,CE,57202,37.6384,-121.4985,0.05273499629180053
1985,NN,MFLV,36.223969,-115.188118,0.44102612898845583
1986,CE,66038,38.8509,-120.0196,0.5347384473483634
1987,ZY,SV03,35.7705,-117.5997,-0.8061463648922538
1988,ZY,SV05,35.7224,-117.5719,-1.0165558088037343
1989,ZY,SV07,35.6976,-117.6032,-1.0956144560549566
1990,GS,CA03,35.62204000000001,-117.569107,-0.4093144456672401
1991,GS,CA04,35.47832899999999,-117.560204,-0.5221287287376906
1992,CI,WBP,35.87840999999999,-118.07414,-0.14149380154646474
1993,NP,1877,37.54237,-121.92583,0.25454834142687416
1994,ZY,SV01,35.6455,-117.4776,-0.996698651731407
1995,ZY,SV06,35.6012,-117.3811,-0.6788412275650779
1996,GS,CA07,35.790588,-117.358032,-0.34688760144838304
1997,GS,CA08,35.769199,-117.375603,-0.2762235234730786
1998,ZY,SV02,35.8855,-117.7048,-0.5473267638433704
1999,ZY,SV04,35.9023,-117.7018,-0.23840922529661446
2000,ZY,SV08,35.5761,-117.4187,-0.4634042242720801
2001,CI,TER2,35.33233,-119.36238,-0.04264102395574616
2002,GS,CA09,35.621552,-117.672348,-0.7392907479822991
2003,CI,VLO,32.97181,-116.41064,0.32607604254433903
2004,GS,CA10,35.56736,-117.667427,-0.5017012421934504
2005,BK,OVRO,36.23066,-118.283,-1.2005250250753514
2006,CE,24110,34.1086,-118.0578,-0.24749032212848135
2007,NC,PWH,35.951577,-121.001374,0.2690883997854499
2008,NC,MGS,36.85805,-119.92023,-0.0010204351172494487
