StationID,FAS_0p100_,FAS_0p150_,FAS_0p200_,FAS_0p250_,FAS_0p300_,FAS_0p400_,FAS_0p500_,FAS_0p750_,FAS_1p000_,FAS_1p500_,FAS_2p000_
TA.A09A,3.0502330340571047,2.8567764698269453,2.401396524391502,1.6369191084716672,1.9544462377134297,1.3003824993432718,1.2741356258138448,0.827348610651973,0.7149958319646282,0.007547928957205797,0.1383517573382972
TA.B04A,-0.5947886089214427,-0.33699147243351946,-0.5684738025435849,-0.6047575401865306,-0.021816990293919206,-0.6879625849951336,-0.7184809036378914,-0.592718641711231,-0.6283838039197854,-0.9545673147670534,-0.8190476589759853
TA.B05A,0.13610383703704512,0.3283296971604666,0.41446579513360504,0.23706248424198487,0.7175457081430923,0.3698259226541815,0.1717951499899215,0.08418706184289884,-0.29637938347161963,-0.3728108364800501,-0.315003777223833
TA.B06A,1.1277247044947944,1.4020734897311276,1.136986700870155,0.9316574530899775,0.7583996397275548,0.5006704471273699,0.5646913046517665,0.5329206049554646,0.19699648926739122,0.34483825041733895,-0.4204842384507614
TA.B07A,0.7427041355235876,0.4473022208132668,0.7660719170419776,1.2551745449437623,0.7090542601423442,1.3493051917578112,1.472076326469215,0.2931875668099175,0.685209956766441,0.06175207430001833,-0.1510407149991437
TA.B09A,1.5772070189684206,1.2899518754102846,1.1746693917771813,1.1135016671725821,0.9821706394511146,0.2869553094584794,0.6402425933944337,0.612711076949611,0.08588121004760628,-0.3526701733987689,-0.14869968093734887
TA.C03A,-1.7348464673560269,-1.639302005836038,-1.6683406076015739,-1.3441333003770726,-1.2030380638459148,-0.8546850475583371,-0.9198722138593688,-0.3727511488665782,-0.1971173587235309,-0.3131544416107216,0.11028915769738128
TA.C04A,0.569119127709564,1.0112314042474713,0.5999345268590006,0.9064086798755179,1.0977015361181768,0.7717341450112063,0.21925353012254867,-0.44923902794639925,-0.5565634623713873,-1.365034304390306,-1.2524219261756813
TA.C05A,0.3502191604556637,0.766355442088268,0.4056286463653147,0.11594184291994614,0.21619581200955057,0.26464950283924793,0.8666667196401245,0.8733168500972525,0.10794057983502692,-0.44382775372964084,-0.48676956086758566
TA.C06A,1.8780461427173543,1.5917064927291211,1.7093012498117341,1.5810171710676049,1.4952858416356578,2.236203592218663,1.9764191378901115,0.4468761806605978,0.0860062469800538,-0.5197515403505345,-0.7976201892944561
TA.C07A,0.6750399204527691,0.6045467561400509,0.6457138651372425,0.6934787791929289,0.5866027259566144,0.7640986054466354,0.8677738604958406,0.6196314545069658,0.5414401090313034,-0.4277036221230716,-0.24624655333291912
TA.C08A,3.221664064808059,1.5397946596710783,1.4295282108531586,0.9981021400572999,0.6265187944292755,0.7447241749803734,0.7643543273552611,0.2884113682895016,-0.021264406160877526,-0.33592786666124147,-0.4920439106102845
TA.C09A,2.551739936422687,2.5298260174523386,3.011442662143841,3.5233974767210348,3.0326903814944446,2.4236300013039584,1.787685403260327,1.311954746068971,0.8400699347319172,0.1529805645874469,-0.24217545056550882
TA.D03A,-1.1178858295267795,-0.6004214440713517,-0.9329012132777171,-1.1070077174811526,-1.0388657455556378,-0.9069085788257439,-0.6715317653994975,-0.18883660819548484,-0.30669688685245566,-0.06866061319958178,0.4732209529965411
TA.D04A,0.3433890624137832,0.3399545137202784,0.018770431548015012,0.06711973643471958,0.05597252802777926,0.0009786137730994496,0.15842941957482476,0.48520687205904156,0.68480645010933,1.037165053986356,0.9537618820060243
TA.D05A,-1.525546928599758,-1.2390667604780745,-1.1685097707061223,-0.9155184566471968,-0.8364002683826194,-0.6722277811766031,-0.834576683525499,-0.6431406610039627,-0.16901918965137372,0.03476884081588993,0.4830815086840818
TA.D06A,0.729356131055416,0.9576179841913658,1.0966882551893402,1.0844961716301706,0.7900777483285972,0.6991226666781856,0.6109521693773473,0.6582577488110528,0.6185344632029264,0.8681691542914475,0.7638146858690651
TA.D07A,1.7150205918111623,2.0369677667327095,1.408345272026031,0.5850234646943473,0.4097381768946785,0.21466833014649614,0.245280864797937,-0.11065591388991425,-0.2798988036023792,-0.2517329474818668,-0.278392081198691
TA.D08A,2.3403446987379475,1.5241047219659554,1.0883469443856397,0.7433210776072974,0.6804956460699931,0.4286265164358022,0.5547772756797996,0.14683690736182653,0.008710820065409765,-0.2044347014701979,-0.6026103215925814
TA.D09A,1.9205704120773315,1.2020100321577398,0.9634898458868448,0.7732881470427431,0.3254159614727424,0.572263198205773,0.48238369882093896,0.36045508302034895,0.08160348265296176,-0.15819150835210996,-0.1351466427295171
TA.D10A,1.2975281684877784,2.3251303348816172,3.5144940969925056,1.9738143719867296,1.6370285075600057,1.456784793071348,0.9975946121810706,0.8457707292224576,0.29841065335044764,0.19954593659288664,0.01997375811744378
TA.E03A,-0.13902495554344377,-0.15608812008026818,-0.0839986407783239,-0.5167200699095912,-0.1794202535695873,-0.19912206404404006,0.11420065200165784,-0.10456369829840492,0.0423417612256575,0.32662647689831775,0.3067484644775101
TA.E04A,0.07277475205024155,0.34696736937752554,0.15373778577614147,1.0384518825494524,1.1409935110509253,0.45803534701783555,0.4281868288769897,0.6083037605413832,0.5690095735665085,1.4135607176965614,1.1221593515477741
TA.E05A,-0.2781654141835161,-1.0224851026893376,-1.2318903131118912,-1.1801688729327726,-1.257123788348949,-1.003331047070557,-0.9896840281441458,-1.0245084396245,-0.7775075939507039,-0.5082915070052549,-0.8060250851176947
TA.E06A,-0.29790676746981654,-0.8241306263969562,-0.7687539410842221,-0.21659301598006317,-0.33036683570933195,-0.25041220659450597,-0.6362343777115905,-0.02525585367229957,-0.4371825266258764,-1.0004105063736595,-0.547656192627493
TA.E07A,0.17202863012949854,0.12466653319350325,0.5253991607820295,1.2609919847660127,1.1457673230603875,1.394244594539628,0.9905355492257519,0.8421441299019519,-0.12753862776530517,0.13590917585340356,-0.3025790768405944
TA.E08A,1.6959244975695502,1.3239957124352815,1.6945859008560697,1.3291284156359935,0.9646236789327384,0.9402549285614478,0.6856476889885978,0.09668295937545913,0.48313786962865957,0.16559511744438205,-0.5357442006959091
TA.E09A,3.210794962695237,1.7057458664527283,1.8427773911837122,1.5678779773271931,1.366599262524471,1.4404442538047606,0.6590762262854523,0.7180538242360979,0.7197959411073478,-0.1150268344120385,-0.37747738580117546
TA.F03A,0.17565249515442807,1.0973769280285892,1.1002326487434604,1.1861328813569771,1.3175000286361405,1.2737858074224748,1.3922373024480446,0.7179470269105377,0.8297439012226567,0.8542520608110256,0.9109424835636679
TA.F04A,0.47680445932030346,0.06419326280103159,-0.24821557068657016,-0.4797887577702068,-0.12177986260916934,0.02358024952835297,-0.030211869201420265,0.05877467645192722,-0.21594955753490552,-0.21554160905227496,0.03682379499935036
TA.F05A,-0.01669470002099244,0.11231155746127121,-0.17642083743296252,-0.10123622934783752,0.05238549361467714,0.08820283162335939,-0.062219509413368755,-0.26926951676559235,-0.5434690997399105,-0.450450312294437,0.08464818501942026
TA.F06A,-0.31088391866797005,-0.6260609895043919,-0.5545266133857656,-0.557814819253838,-0.48918536662739104,-0.36153441697720007,0.16722816078926653,0.15766382674203538,0.18684982691002378,0.11460794726197293,-0.10497830395472785
TA.F07A,0.4886893994558902,0.7465764280721194,1.167646150392209,0.9269204196912192,0.8329334143570523,1.4755201872884462,0.9553479223159341,0.41151967339133116,0.8110773099549922,-0.45977372454789567,-0.028395756238756398
TA.F08A,2.245582274957613,2.427930281374941,1.521144329247902,1.0237412527093586,0.6808413325479895,0.3370499168971591,0.1538531147111416,0.07867961238448817,-0.07348273303013467,-0.26527517273463025,-0.22821611658558372
TA.F09A,-0.07930269639250258,0.4798844531253702,0.4848563635967623,1.113905711976044,1.0425168202195088,1.0183433721398618,1.0779303210506492,1.2624350923213992,1.3715404900113586,0.7411636864000289,0.08030646663386236
