EarthquakeID,StationID,FAS_0p100_,FAS_0p150_,FAS_0p200_,FAS_0p250_,FAS_0p300_,FAS_0p400_,FAS_0p500_,FAS_0p750_,FAS_1p000_,FAS_1p500_,FAS_2p000_
us10006nlu,CC.OBSR,0.35165445968282105,0.32517429752870664,0.440130364216369,0.29959522196574406,0.6375255706916545,0.2934004837924302,0.6180678671402187,0.5309490970629054,0.7850978213055446,0.9460563477590507,0.5274840346407546
us10006nlu,CC.PANH,-0.2781793386378091,-0.3522155037791517,0.09098551079402761,0.25797854130206366,0.3255887738381542,0.40754307609857543,0.2648034746562882,-0.044811286075617796,0.2531598407228276,0.47691834580867437,-0.07470859313271361
us10006nlu,CN.HNBB,-0.14681297712683605,-0.11768467619132972,-0.2479467541198092,-0.18590851800190578,-0.25707301388744674,-0.3296858235834248,-0.09204597070411802,-0.38164322118163424,-0.1324870578381091,-0.352638479117381,-0.12387795437293805
us10006nlu,CN.HOPB,-0.10303873045705081,-0.07798401044502001,-0.44931969107699543,-0.3083293208035056,-0.3664395896812518,-0.35033674555099914,-0.7157960164882584,-0.01733645414465168,-0.02952202168172202,-0.45402056445390104,-0.1853983028599342
us10006nlu,CN.LLLB,-0.2764562805280024,-0.5198212600821396,-0.5646795746396771,-0.4946886952770918,0.34606826733022744,0.18617651836905003,0.16792312923170183,-0.041471744109522146,0.34445260120181553,0.30992181067704583,0.18893475959075615
us10006nlu,CN.SLEB,-0.029110156748942462,0.06860133910481125,-0.08638745427440919,-0.13283450056354373,-0.12313058264471644,0.03429085919467356,0.11302136699069587,0.3901985958656442,0.09645812279215193,0.14664586490361686,0.21210596331792508
us10006nlu,CN.SNB,-0.6449258029529956,-0.7319362110276075,-0.6623961495795379,-1.169941817286482,-0.8545762842966546,-0.7185428340686804,-0.8107751302679919,-0.7659687875097357,-0.6048610993391272,-0.6479197005025574,-0.14165547324721944
us10006nlu,CN.VGZ,-0.6621572184596302,-0.5544481665171166,-0.5302595789048961,-0.5661462234522266,-0.872892243467149,-0.7427687559187165,-0.8631620386534119,-0.120767113302188,-0.5906468687985088,-0.9507973448145394,-0.39227802947288715
us10006nlu,CN.WSLR,0.6966200344264744,0.18974619880005728,-0.06357513196359355,0.3679553703154175,-0.16038242084769616,-0.37208264466875346,-0.07266350011136691,0.040654465608676554,0.20104786690345763,0.10811830793947932,-0.45306238256963416
us10006nlu,PB.B001,-0.37752568263272274,-0.6143048903664167,-0.3169697791902846,-0.31270409975707114,-0.5638401349195062,-0.285940136400197,-0.42468541042136454,-0.40698643707091464,-0.5197383463865396,-0.9180668189333896,0.27222826316095183
us10006nlu,PB.B009,-0.7445972933227212,-0.5459345558188422,-0.6592814315994424,-0.6576552975552854,-0.6364719437565843,-0.7304603327388232,-0.41877396371971354,-0.5803565708154512,-0.6528738674020943,-0.7295676516169204,-0.11924063836448617
us10006nlu,PB.B010,-0.671252865324212,-0.5275096260641854,-0.45073044643674454,-0.5423241789415648,-0.7458878181811307,-0.5628556772210351,-0.33286753743694236,-0.3846321541037831,-0.34311361343452484,-0.5424937300507356,-0.3585576878700292
us10006nlu,PB.B011,-0.5708875315637485,-0.5282274841403265,-0.4868092990792602,-0.8126654914282389,-0.7559081103448214,-0.5698538092197607,-0.4555570854059373,-0.22732857355325486,-0.38741126685359084,-0.5890676043445501,-0.3356811521446167
us10006nlu,PB.B013,-0.39974747379015435,-0.4589961905506116,-0.24933031226511637,-0.061326707590282525,0.10888769715313096,-0.5804564409798602,-0.9510402697472726,-0.6389828141204303,-0.6832573486629209,-0.6869205861107642,-0.053045189810537074
us10006nlu,PB.B941,-0.4515611403231981,-0.21077487556637065,-0.14387612032921285,-0.0722117282490668,0.03694288586170929,-0.03376336032629117,0.09627778657910441,0.04868297117736686,-0.17123962876916943,0.02249445680605927,0.18802063906611935
us10006nlu,PB.B943,-0.3141865339990507,-0.35322610882777383,-0.19954232622799326,0.0343673460486284,0.008803414405748944,-0.4878533611132002,-0.9209524805758933,-0.5772127159617768,-0.7092029017129372,-0.49105649557374975,0.34039162439430953
us10006nlu,US.HAWA,0.8714690368873312,1.1246570832083225,0.9843653766716887,0.573657165070451,0.3037521960318321,0.7450554413237397,0.8427112290929231,1.021071667445211,0.19164232478581092,1.469761276598541,0.631602886710335
us10006nlu,US.NEW,-0.9545471070230165,-0.6400803611580452,-0.8260456643635435,-1.0310330656052606,-0.771792110939221,-0.45365655948320927,-0.43056475625206864,-0.3946321756556654,-0.24379464644127183,0.12760837637268574,-0.24260310998007723
